Ord,Date,Time,Flow,Hydro
127,1/17/1995,7:00,1931,Jan-1995
128,1/17/1995,8:00,1921,Jan-1995
129,1/17/1995,9:00,1907,Jan-1995
130,1/17/1995,10:00,1897,Jan-1995
131,1/17/1995,11:00,1883,Jan-1995
132,1/17/1995,12:00,1873,Jan-1995
133,1/17/1995,13:00,1864,Jan-1995
134,1/17/1995,14:00,1850,Jan-1995
135,1/17/1995,15:00,1841,Jan-1995
136,1/17/1995,16:00,1826,Jan-1995
137,1/17/1995,17:00,1817,Jan-1995
138,1/17/1995,18:00,1808,Jan-1995
139,1/17/1995,19:00,1799,Jan-1995
140,1/17/1995,20:00,1770,Jan-1995
141,1/17/1995,21:00,1761,Jan-1995
142,1/17/1995,22:00,1751,Jan-1995
143,1/17/1995,23:00,1742,Jan-1995
144,1/18/1995,0:00,1732,Jan-1995
145,1/18/1995,1:00,1751,Jan-1995
146,1/18/1995,2:00,1763,Jan-1995
147,1/18/1995,3:00,1720,Jan-1995
148,1/18/1995,4:00,1732,Jan-1995
149,1/18/1995,5:00,1711,Jan-1995
150,1/18/1995,6:00,1711,Jan-1995
151,1/18/1995,7:00,1689,Jan-1995
152,1/18/1995,8:00,1666,Jan-1995
153,1/18/1995,9:00,1621,Jan-1995
154,1/18/1995,10:00,1587,Jan-1995
155,1/18/1995,11:00,1542,Jan-1995
156,1/18/1995,12:00,1508,Jan-1995
157,1/18/1995,13:00,1464,Jan-1995
158,1/18/1995,14:00,1473,Jan-1995
159,1/18/1995,15:00,1428,Jan-1995
160,1/18/1995,16:00,1405,Jan-1995
161,1/18/1995,17:00,1371,Jan-1995
162,1/18/1995,18:00,1359,Jan-1995
163,1/18/1995,19:00,1347,Jan-1995
164,1/18/1995,20:00,1347,Jan-1995
165,1/18/1995,21:00,1347,Jan-1995
166,1/18/1995,22:00,1358,Jan-1995
167,1/18/1995,23:00,1358,Jan-1995
168,1/19/1995,0:00,1347,Jan-1995
169,1/19/1995,1:00,1347,Jan-1995
170,1/19/1995,2:00,1357,Jan-1995
171,1/19/1995,3:00,1334,Jan-1995
172,1/19/1995,4:00,1358,Jan-1995
173,1/19/1995,5:00,1358,Jan-1995
