Ord,Date,Time,Flow,Hydro
598,12/21/1964,5:15,7284,Dec-1964
599,12/21/1964,5:30,7276,Dec-1964
600,12/21/1964,5:45,7268,Dec-1964
601,12/21/1964,6:00,7260,Dec-1964
602,12/21/1964,6:15,7252,Dec-1964
603,12/21/1964,6:30,7244,Dec-1964
604,12/21/1964,6:45,7236,Dec-1964
605,12/21/1964,7:00,7228,Dec-1964
606,12/21/1964,7:15,7220,Dec-1964
607,12/21/1964,7:30,7212,Dec-1964
608,12/21/1964,7:45,7204,Dec-1964
609,12/21/1964,8:00,7196,Dec-1964
610,12/21/1964,8:15,7188,Dec-1964
611,12/21/1964,8:30,7181,Dec-1964
612,12/21/1964,8:45,7173,Dec-1964
613,12/21/1964,9:00,7165,Dec-1964
614,12/21/1964,9:15,7157,Dec-1964
615,12/21/1964,9:30,7149,Dec-1964
616,12/21/1964,9:45,7141,Dec-1964
617,12/21/1964,10:00,7133,Dec-1964
618,12/21/1964,10:15,7126,Dec-1964
619,12/21/1964,10:30,7118,Dec-1964
620,12/21/1964,10:45,7110,Dec-1964
621,12/21/1964,11:00,7102,Dec-1964
622,12/21/1964,11:15,7094,Dec-1964
623,12/21/1964,11:30,7087,Dec-1964
624,12/21/1964,11:45,7079,Dec-1964
625,12/21/1964,12:00,7071,Dec-1964
626,12/21/1964,12:15,7063,Dec-1964
627,12/21/1964,12:30,7056,Dec-1964
628,12/21/1964,12:45,7048,Dec-1964
629,12/21/1964,13:00,7040,Dec-1964
630,12/21/1964,13:15,7032,Dec-1964
631,12/21/1964,13:30,7025,Dec-1964
632,12/21/1964,13:45,7017,Dec-1964
633,12/21/1964,14:00,7009,Dec-1964
634,12/21/1964,14:15,7002,Dec-1964
635,12/21/1964,14:30,6994,Dec-1964
636,12/21/1964,14:45,6986,Dec-1964
637,12/21/1964,15:00,6979,Dec-1964
638,12/21/1964,15:15,6971,Dec-1964
639,12/21/1964,15:30,6963,Dec-1964
640,12/21/1964,15:45,6956,Dec-1964
641,12/21/1964,16:00,6948,Dec-1964
642,12/21/1964,16:15,6940,Dec-1964
643,12/21/1964,16:30,6933,Dec-1964
644,12/21/1964,16:45,6925,Dec-1964
645,12/21/1964,17:00,6918,Dec-1964
646,12/21/1964,17:15,6910,Dec-1964
647,12/21/1964,17:30,6902,Dec-1964
648,12/21/1964,17:45,6895,Dec-1964
649,12/21/1964,18:00,6887,Dec-1964
650,12/21/1964,18:15,6880,Dec-1964
651,12/21/1964,18:30,6872,Dec-1964
652,12/21/1964,18:45,6865,Dec-1964
653,12/21/1964,19:00,6857,Dec-1964
654,12/21/1964,19:15,6850,Dec-1964
655,12/21/1964,19:30,6842,Dec-1964
656,12/21/1964,19:45,6835,Dec-1964
657,12/21/1964,20:00,6827,Dec-1964
658,12/21/1964,20:15,6820,Dec-1964
659,12/21/1964,20:30,6812,Dec-1964
660,12/21/1964,20:45,6805,Dec-1964
661,12/21/1964,21:00,6797,Dec-1964
662,12/21/1964,21:15,6790,Dec-1964
663,12/21/1964,21:30,6782,Dec-1964
664,12/21/1964,21:45,6775,Dec-1964
665,12/21/1964,22:00,6767,Dec-1964
666,12/21/1964,22:15,6760,Dec-1964
667,12/21/1964,22:30,6753,Dec-1964
668,12/21/1964,22:45,6745,Dec-1964
669,12/21/1964,23:00,6738,Dec-1964
670,12/21/1964,23:15,6730,Dec-1964
671,12/21/1964,23:30,6723,Dec-1964
672,12/21/1964,23:45,6716,Dec-1964
673,12/22/1964,0:00,6708,Dec-1964
674,12/22/1964,0:15,6701,Dec-1964
675,12/22/1964,0:30,6693,Dec-1964
676,12/22/1964,0:45,6686,Dec-1964
677,12/22/1964,1:00,6679,Dec-1964
678,12/22/1964,1:15,6671,Dec-1964
679,12/22/1964,1:30,6664,Dec-1964
680,12/22/1964,1:45,6657,Dec-1964
681,12/22/1964,2:00,6650,Dec-1964
682,12/22/1964,2:15,6642,Dec-1964
683,12/22/1964,2:30,6635,Dec-1964
684,12/22/1964,2:45,6628,Dec-1964
685,12/22/1964,3:00,6620,Dec-1964
686,12/22/1964,3:15,6613,Dec-1964
687,12/22/1964,3:30,6606,Dec-1964
688,12/22/1964,3:45,6599,Dec-1964
689,12/22/1964,4:00,6591,Dec-1964
690,12/22/1964,4:15,6584,Dec-1964
691,12/22/1964,4:30,6577,Dec-1964
692,12/22/1964,4:45,6570,Dec-1964
693,12/22/1964,5:00,6563,Dec-1964
694,12/22/1964,5:15,6555,Dec-1964
695,12/22/1964,5:30,6548,Dec-1964
696,12/22/1964,5:45,6541,Dec-1964
697,12/22/1964,6:00,6534,Dec-1964
698,12/22/1964,6:15,6527,Dec-1964
699,12/22/1964,6:30,6519,Dec-1964
700,12/22/1964,6:45,6512,Dec-1964
701,12/22/1964,7:00,6505,Dec-1964
702,12/22/1964,7:15,6498,Dec-1964
703,12/22/1964,7:30,6491,Dec-1964
704,12/22/1964,7:45,6484,Dec-1964
705,12/22/1964,8:00,6477,Dec-1964
706,12/22/1964,8:15,6470,Dec-1964
707,12/22/1964,8:30,6462,Dec-1964
708,12/22/1964,8:45,6455,Dec-1964
709,12/22/1964,9:00,6448,Dec-1964
710,12/22/1964,9:15,6441,Dec-1964
711,12/22/1964,9:30,6434,Dec-1964
712,12/22/1964,9:45,6427,Dec-1964
713,12/22/1964,10:00,6420,Dec-1964
714,12/22/1964,10:15,6413,Dec-1964
715,12/22/1964,10:30,6406,Dec-1964
716,12/22/1964,10:45,6399,Dec-1964
717,12/22/1964,11:00,6392,Dec-1964
718,12/22/1964,11:15,6385,Dec-1964
719,12/22/1964,11:30,6378,Dec-1964
720,12/22/1964,11:45,6371,Dec-1964
721,12/22/1964,12:00,6364,Dec-1964
722,12/22/1964,12:15,6357,Dec-1964
723,12/22/1964,12:30,6350,Dec-1964
724,12/22/1964,12:45,6343,Dec-1964
725,12/22/1964,13:00,6336,Dec-1964
726,12/22/1964,13:15,6329,Dec-1964
727,12/22/1964,13:30,6322,Dec-1964
728,12/22/1964,13:45,6315,Dec-1964
729,12/22/1964,14:00,6308,Dec-1964
730,12/22/1964,14:15,6301,Dec-1964
731,12/22/1964,14:30,6294,Dec-1964
732,12/22/1964,14:45,6288,Dec-1964
733,12/22/1964,15:00,6281,Dec-1964
734,12/22/1964,15:15,6274,Dec-1964
735,12/22/1964,15:30,6267,Dec-1964
736,12/22/1964,15:45,6260,Dec-1964
737,12/22/1964,16:00,6253,Dec-1964
738,12/22/1964,16:15,6246,Dec-1964
739,12/22/1964,16:30,6239,Dec-1964
740,12/22/1964,16:45,6233,Dec-1964
741,12/22/1964,17:00,6226,Dec-1964
742,12/22/1964,17:15,6219,Dec-1964
743,12/22/1964,17:30,6212,Dec-1964
744,12/22/1964,17:45,6205,Dec-1964
745,12/22/1964,18:00,6199,Dec-1964
746,12/22/1964,18:15,6192,Dec-1964
747,12/22/1964,18:30,6185,Dec-1964
748,12/22/1964,18:45,6178,Dec-1964
749,12/22/1964,19:00,6171,Dec-1964
750,12/22/1964,19:15,6165,Dec-1964
751,12/22/1964,19:30,6158,Dec-1964
752,12/22/1964,19:45,6151,Dec-1964
753,12/22/1964,20:00,6144,Dec-1964
754,12/22/1964,20:15,6138,Dec-1964
755,12/22/1964,20:30,6131,Dec-1964
756,12/22/1964,20:45,6124,Dec-1964
757,12/22/1964,21:00,6117,Dec-1964
758,12/22/1964,21:15,6111,Dec-1964
759,12/22/1964,21:30,6104,Dec-1964
760,12/22/1964,21:45,6097,Dec-1964
761,12/22/1964,22:00,6091,Dec-1964
762,12/22/1964,22:15,6084,Dec-1964
763,12/22/1964,22:30,6077,Dec-1964
764,12/22/1964,22:45,6071,Dec-1964
765,12/22/1964,23:00,6064,Dec-1964
766,12/22/1964,23:15,6057,Dec-1964
767,12/22/1964,23:30,6051,Dec-1964
768,12/22/1964,23:45,6044,Dec-1964
769,12/23/1964,0:00,6037,Dec-1964
770,12/23/1964,0:15,6031,Dec-1964
771,12/23/1964,0:30,6024,Dec-1964
772,12/23/1964,0:45,6018,Dec-1964
773,12/23/1964,1:00,6011,Dec-1964
774,12/23/1964,1:15,6004,Dec-1964
775,12/23/1964,1:30,5998,Dec-1964
776,12/23/1964,1:45,5991,Dec-1964
777,12/23/1964,2:00,5985,Dec-1964
778,12/23/1964,2:15,5978,Dec-1964
779,12/23/1964,2:30,5971,Dec-1964
780,12/23/1964,2:45,5965,Dec-1964
781,12/23/1964,3:00,5958,Dec-1964
782,12/23/1964,3:15,5952,Dec-1964
783,12/23/1964,3:30,5945,Dec-1964
784,12/23/1964,3:45,5939,Dec-1964
785,12/23/1964,4:00,5932,Dec-1964
786,12/23/1964,4:15,5926,Dec-1964
787,12/23/1964,4:30,5919,Dec-1964
788,12/23/1964,4:45,5913,Dec-1964
789,12/23/1964,5:00,5906,Dec-1964
790,12/23/1964,5:15,5900,Dec-1964
791,12/23/1964,5:30,5893,Dec-1964
792,12/23/1964,5:45,5887,Dec-1964
793,12/23/1964,6:00,5880,Dec-1964
794,12/23/1964,6:15,5874,Dec-1964
795,12/23/1964,6:30,5868,Dec-1964
796,12/23/1964,6:45,5861,Dec-1964
797,12/23/1964,7:00,5855,Dec-1964
798,12/23/1964,7:15,5848,Dec-1964
799,12/23/1964,7:30,5842,Dec-1964
800,12/23/1964,7:45,5835,Dec-1964
801,12/23/1964,8:00,5829,Dec-1964
802,12/23/1964,8:15,5823,Dec-1964
803,12/23/1964,8:30,5816,Dec-1964
804,12/23/1964,8:45,5810,Dec-1964
805,12/23/1964,9:00,5803,Dec-1964
806,12/23/1964,9:15,5797,Dec-1964
807,12/23/1964,9:30,5791,Dec-1964
808,12/23/1964,9:45,5784,Dec-1964
809,12/23/1964,10:00,5778,Dec-1964
810,12/23/1964,10:15,5772,Dec-1964
811,12/23/1964,10:30,5765,Dec-1964
812,12/23/1964,10:45,5759,Dec-1964
813,12/23/1964,11:00,5753,Dec-1964
814,12/23/1964,11:15,5746,Dec-1964
815,12/23/1964,11:30,5740,Dec-1964
816,12/23/1964,11:45,5734,Dec-1964
817,12/23/1964,12:00,5728,Dec-1964
818,12/23/1964,12:15,5721,Dec-1964
819,12/23/1964,12:30,5715,Dec-1964
820,12/23/1964,12:45,5709,Dec-1964
821,12/23/1964,13:00,5702,Dec-1964
822,12/23/1964,13:15,5696,Dec-1964
823,12/23/1964,13:30,5690,Dec-1964
824,12/23/1964,13:45,5684,Dec-1964
825,12/23/1964,14:00,5677,Dec-1964
826,12/23/1964,14:15,5671,Dec-1964
827,12/23/1964,14:30,5665,Dec-1964
828,12/23/1964,14:45,5659,Dec-1964
829,12/23/1964,15:00,5653,Dec-1964
830,12/23/1964,15:15,5646,Dec-1964
831,12/23/1964,15:30,5640,Dec-1964
832,12/23/1964,15:45,5634,Dec-1964
833,12/23/1964,16:00,5628,Dec-1964
834,12/23/1964,16:15,5622,Dec-1964
835,12/23/1964,16:30,5616,Dec-1964
836,12/23/1964,16:45,5609,Dec-1964
837,12/23/1964,17:00,5603,Dec-1964
838,12/23/1964,17:15,5597,Dec-1964
839,12/23/1964,17:30,5591,Dec-1964
840,12/23/1964,17:45,5585,Dec-1964
841,12/23/1964,18:00,5579,Dec-1964
