Date,Elev_NGVD29,Project,
10/30/1969,1534,Cougar,1538.38
10/31/1969,1532,Cougar,1536.38
11/1/1969,1530.1,Cougar,1534.48
11/2/1969,1528.2,Cougar,1532.58
11/3/1969,1526.2,Cougar,1530.58
11/4/1969,1524.3,Cougar,1528.68
11/5/1969,1522.4,Cougar,1526.78
11/6/1969,1520.4,Cougar,1524.78
11/7/1969,1518.5,Cougar,1522.88
11/8/1969,1516.6,Cougar,1520.98
11/9/1969,1514.7,Cougar,1519.08
11/10/1969,1512.7,Cougar,1517.08
11/11/1969,1510.8,Cougar,1515.18
11/12/1969,1508.9,Cougar,1513.28
11/13/1969,1506.9,Cougar,1511.28
11/14/1969,1505,Cougar,1509.38
11/15/1969,1505,Cougar,1509.38
11/16/1969,1505,Cougar,1509.38
11/17/1969,1505,Cougar,1509.38
11/18/1969,1505,Cougar,1509.38
11/19/1969,1505,Cougar,1509.38
11/20/1969,1505,Cougar,1509.38
11/21/1969,1505,Cougar,1509.38
11/22/1969,1505,Cougar,1509.38
11/23/1969,1505,Cougar,1509.38
11/24/1969,1505,Cougar,1509.38
11/25/1969,1505,Cougar,1509.38
11/26/1969,1505,Cougar,1509.38
11/27/1969,1505,Cougar,1509.38
11/28/1969,1505,Cougar,1509.38
11/29/1969,1505,Cougar,1509.38
11/30/1969,1505,Cougar,1509.38
12/1/1969,1505,Cougar,1509.38
12/2/1969,1505,Cougar,1509.38
12/3/1969,1505,Cougar,1509.38
12/4/1969,1505,Cougar,1509.38
12/5/1969,1505,Cougar,1509.38
12/6/1969,1505,Cougar,1509.38
12/7/1969,1505,Cougar,1509.38
12/8/1969,1505,Cougar,1509.38
12/9/1969,1505,Cougar,1509.38
12/10/1969,1505,Cougar,1509.38
12/11/1969,1505,Cougar,1509.38
12/12/1969,1507.7,Cougar,1512.08
12/13/1969,1505,Cougar,1509.38
12/14/1969,1505.8,Cougar,1510.18
12/15/1969,1507.8,Cougar,1512.18
12/16/1969,1509.6,Cougar,1513.98
12/17/1969,1511,Cougar,1515.38
12/18/1969,1512.2,Cougar,1516.58
12/19/1969,1513.4,Cougar,1517.78
12/20/1969,1515.5,Cougar,1519.88
12/21/1969,1530.9,Cougar,1535.28
12/22/1969,1538.8,Cougar,1543.18
12/23/1969,1543.6,Cougar,1547.98
12/24/1969,1544.5,Cougar,1548.88
12/25/1969,1544.1,Cougar,1548.48
12/26/1969,1543.5,Cougar,1547.88
12/27/1969,1541.9,Cougar,1546.28
12/28/1969,1540.3,Cougar,1544.68
12/29/1969,1538.4,Cougar,1542.78
12/30/1969,1536.1,Cougar,1540.48
12/31/1969,1533.4,Cougar,1537.78
1/1/1970,1532,Cougar,1536.38
1/2/1970,1532,Cougar,1536.38
1/3/1970,1532,Cougar,1536.38
1/4/1970,1532,Cougar,1536.38
1/5/1970,1532,Cougar,1536.38
1/6/1970,1532,Cougar,1536.38
1/7/1970,1532,Cougar,1536.38
1/8/1970,1532,Cougar,1536.38
1/9/1970,1532,Cougar,1536.38
1/10/1970,1533.1,Cougar,1537.48
1/11/1970,1532,Cougar,1536.38
1/12/1970,1532.8,Cougar,1537.18
1/13/1970,1534,Cougar,1538.38
1/14/1970,1536.5,Cougar,1540.88
1/15/1970,1540,Cougar,1544.38
1/16/1970,1545.4,Cougar,1549.78
1/17/1970,1553.6,Cougar,1557.98
1/18/1970,1570.2,Cougar,1574.58
1/19/1970,1579.5,Cougar,1583.88
1/20/1970,1582.3,Cougar,1586.68
1/21/1970,1586.9,Cougar,1591.28
1/22/1970,1602.2,Cougar,1606.58
1/23/1970,1616.2,Cougar,1620.58
1/24/1970,1624.7,Cougar,1629.08
1/25/1970,1627.7,Cougar,1632.08
1/26/1970,1634.2,Cougar,1638.58
1/27/1970,1643.7,Cougar,1648.08
1/28/1970,1644.2,Cougar,1648.58
1/29/1970,1638.9,Cougar,1643.28
1/30/1970,1630.4,Cougar,1634.78
1/31/1970,1621.5,Cougar,1625.88
2/1/1970,1612.2,Cougar,1616.58
2/2/1970,1602.5,Cougar,1606.88
2/3/1970,1592.7,Cougar,1597.08
2/4/1970,1582.4,Cougar,1586.78
2/5/1970,1573.1,Cougar,1577.48
2/6/1970,1567.3,Cougar,1571.68
2/7/1970,1563.4,Cougar,1567.78
2/8/1970,1563.1,Cougar,1567.48
2/9/1970,1562,Cougar,1566.38
2/10/1970,1560.1,Cougar,1564.48
2/11/1970,1557.7,Cougar,1562.08
2/12/1970,1555.1,Cougar,1559.48
2/13/1970,1554.8,Cougar,1559.18
2/14/1970,1554.2,Cougar,1558.58
2/15/1970,1550.7,Cougar,1555.08
2/16/1970,1547.3,Cougar,1551.68
2/17/1970,1544.1,Cougar,1548.48
2/18/1970,1540.5,Cougar,1544.88
2/19/1970,1536.6,Cougar,1540.98
2/20/1970,1532.4,Cougar,1536.78
2/21/1970,1528,Cougar,1532.38
2/22/1970,1523.5,Cougar,1527.88
2/23/1970,1520,Cougar,1524.38
2/24/1970,1519.4,Cougar,1523.78
2/25/1970,1520,Cougar,1524.38
2/26/1970,1520,Cougar,1524.38
2/27/1970,1520,Cougar,1524.38
2/28/1970,1520,Cougar,1524.38
3/1/1970,1520,Cougar,1524.38
3/2/1970,1520,Cougar,1524.38
3/3/1970,1520,Cougar,1524.38
3/4/1970,1520,Cougar,1524.38
3/5/1970,1520,Cougar,1524.38
3/6/1970,1520,Cougar,1524.38
3/7/1970,1522.3,Cougar,1526.68
3/8/1970,1520,Cougar,1524.38
3/9/1970,1520.1,Cougar,1524.48
3/10/1970,1520,Cougar,1524.38
3/11/1970,1520,Cougar,1524.38
3/12/1970,1520,Cougar,1524.38
3/13/1970,1520.3,Cougar,1524.68
3/14/1970,1520,Cougar,1524.38
3/15/1970,1522.7,Cougar,1527.08
3/16/1970,1521.1,Cougar,1525.48
3/17/1970,1520,Cougar,1524.38
3/18/1970,1520.9,Cougar,1525.28
3/19/1970,1520,Cougar,1524.38
3/20/1970,1520.9,Cougar,1525.28
3/21/1970,1520,Cougar,1524.38
3/22/1970,1520,Cougar,1524.38
3/23/1970,1520,Cougar,1524.38
3/24/1970,1520,Cougar,1524.38
3/25/1970,1520,Cougar,1524.38
3/26/1970,1520,Cougar,1524.38
3/27/1970,1520,Cougar,1524.38
3/28/1970,1520,Cougar,1524.38
3/29/1970,1520,Cougar,1524.38
3/30/1970,1520,Cougar,1524.38
3/31/1970,1520,Cougar,1524.38
4/1/1970,1520,Cougar,1524.38
4/2/1970,1520,Cougar,1524.38
4/3/1970,1520,Cougar,1524.38
4/4/1970,1520,Cougar,1524.38
4/5/1970,1520,Cougar,1524.38
4/6/1970,1520,Cougar,1524.38
4/7/1970,1520,Cougar,1524.38
4/8/1970,1520,Cougar,1524.38
4/9/1970,1520,Cougar,1524.38
4/10/1970,1522.8,Cougar,1527.18
4/11/1970,1520.1,Cougar,1524.48
4/12/1970,1520,Cougar,1524.38
