Date,Elev_NGVD29,Project,
1/2/1962,1541.8,Cougar,1546.18
1/3/1962,1543.1,Cougar,1547.48
1/4/1962,1543.6,Cougar,1547.98
1/5/1962,1543.4,Cougar,1547.78
1/6/1962,1544.1,Cougar,1548.48
1/7/1962,1546.7,Cougar,1551.08
1/8/1962,1548,Cougar,1552.38
1/9/1962,1547.6,Cougar,1551.98
1/10/1962,1546.4,Cougar,1550.78
1/11/1962,1544.8,Cougar,1549.18
1/12/1962,1543.4,Cougar,1547.78
1/13/1962,1541.7,Cougar,1546.08
1/14/1962,1540.3,Cougar,1544.68
1/15/1962,1538.9,Cougar,1543.28
1/16/1962,1537.4,Cougar,1541.78
1/17/1962,1535.7,Cougar,1540.08
1/18/1962,1533.8,Cougar,1538.18
1/19/1962,1532,Cougar,1536.38
1/20/1962,1531.8,Cougar,1536.18
1/21/1962,1531.4,Cougar,1535.78
1/22/1962,1531.4,Cougar,1535.78
1/23/1962,1532,Cougar,1536.38
1/24/1962,1532,Cougar,1536.38
1/25/1962,1532,Cougar,1536.38
1/26/1962,1531.7,Cougar,1536.08
1/27/1962,1531.4,Cougar,1535.78
1/28/1962,1531.2,Cougar,1535.58
1/29/1962,1531,Cougar,1535.38
1/30/1962,1531,Cougar,1535.38
1/31/1962,1526.6,Cougar,1530.98
2/1/1962,1522.2,Cougar,1526.58
2/2/1962,1520,Cougar,1524.38
2/3/1962,1520.2,Cougar,1524.58
2/4/1962,1520,Cougar,1524.38
2/5/1962,1520,Cougar,1524.38
2/6/1962,1520,Cougar,1524.38
2/7/1962,1520,Cougar,1524.38
2/8/1962,1520,Cougar,1524.38
2/9/1962,1520,Cougar,1524.38
2/10/1962,1520,Cougar,1524.38
2/11/1962,1520,Cougar,1524.38
2/12/1962,1520,Cougar,1524.38
2/13/1962,1520,Cougar,1524.38
2/14/1962,1520.2,Cougar,1524.58
2/15/1962,1520,Cougar,1524.38
2/16/1962,1520,Cougar,1524.38
2/17/1962,1520,Cougar,1524.38
2/18/1962,1520,Cougar,1524.38
2/19/1962,1520,Cougar,1524.38
2/20/1962,1520,Cougar,1524.38
2/21/1962,1520,Cougar,1524.38
2/22/1962,1520,Cougar,1524.38
2/23/1962,1520,Cougar,1524.38
2/24/1962,1520,Cougar,1524.38
2/25/1962,1520,Cougar,1524.38
2/26/1962,1520,Cougar,1524.38
2/27/1962,1520,Cougar,1524.38
2/28/1962,1520,Cougar,1524.38
3/1/1962,1520,Cougar,1524.38
3/2/1962,1520,Cougar,1524.38
3/3/1962,1520,Cougar,1524.38
3/4/1962,1520,Cougar,1524.38
3/5/1962,1520,Cougar,1524.38
3/6/1962,1520,Cougar,1524.38
3/7/1962,1520,Cougar,1524.38
3/8/1962,1520,Cougar,1524.38
3/9/1962,1520,Cougar,1524.38
3/10/1962,1520,Cougar,1524.38
3/11/1962,1520,Cougar,1524.38
3/12/1962,1520,Cougar,1524.38
3/13/1962,1520,Cougar,1524.38
3/14/1962,1520,Cougar,1524.38
3/15/1962,1520,Cougar,1524.38
3/16/1962,1520,Cougar,1524.38
3/17/1962,1520,Cougar,1524.38
3/18/1962,1520,Cougar,1524.38
3/19/1962,1520,Cougar,1524.38
3/20/1962,1520,Cougar,1524.38
3/21/1962,1520,Cougar,1524.38
3/22/1962,1520,Cougar,1524.38
3/23/1962,1520,Cougar,1524.38
3/24/1962,1520.7,Cougar,1525.08
3/25/1962,1521.4,Cougar,1525.78
3/26/1962,1525.5,Cougar,1529.88
3/27/1962,1530.1,Cougar,1534.48
3/28/1962,1530.6,Cougar,1534.98
3/29/1962,1529.3,Cougar,1533.68
3/30/1962,1527.1,Cougar,1531.48
3/31/1962,1524.9,Cougar,1529.28
4/1/1962,1523.2,Cougar,1527.58
4/2/1962,1521.3,Cougar,1525.68
4/3/1962,1520,Cougar,1524.38
4/4/1962,1521.5,Cougar,1525.88
4/5/1962,1521.4,Cougar,1525.78
4/6/1962,1522.3,Cougar,1526.68
4/7/1962,1527.2,Cougar,1531.58
4/8/1962,1534.1,Cougar,1538.48
4/9/1962,1539.2,Cougar,1543.58
4/10/1962,1540.7,Cougar,1545.08
4/11/1962,1540.4,Cougar,1544.78
4/12/1962,1539.6,Cougar,1543.98
4/13/1962,1539.2,Cougar,1543.58
4/14/1962,1539.6,Cougar,1543.98
4/15/1962,1539.9,Cougar,1544.28
4/16/1962,1538.8,Cougar,1543.18
4/17/1962,1537,Cougar,1541.38
4/18/1962,1535.4,Cougar,1539.78
4/19/1962,1533.7,Cougar,1538.08
4/20/1962,1531.2,Cougar,1535.58
4/21/1962,1528.4,Cougar,1532.78
4/22/1962,1525.3,Cougar,1529.68
4/23/1962,1522.5,Cougar,1526.88
4/24/1962,1520,Cougar,1524.38
4/25/1962,1520.6,Cougar,1524.98
4/26/1962,1520,Cougar,1524.38
4/27/1962,1525,Cougar,1529.38
4/28/1962,1525.4,Cougar,1529.78
4/29/1962,1524,Cougar,1528.38
4/30/1962,1521.8,Cougar,1526.18
5/1/1962,1520,Cougar,1524.38
5/2/1962,1522.4,Cougar,1526.78
5/3/1962,1522.6,Cougar,1526.98
5/4/1962,1523.2,Cougar,1527.58
5/5/1962,1522.3,Cougar,1526.68
5/6/1962,1520.5,Cougar,1524.88
5/7/1962,1520,Cougar,1524.38
5/8/1962,1522.9,Cougar,1527.28
5/9/1962,1522.7,Cougar,1527.08
5/10/1962,1522,Cougar,1526.38
5/11/1962,1520.7,Cougar,1525.08
5/12/1962,1520,Cougar,1524.38
5/13/1962,1521.5,Cougar,1525.88
5/14/1962,1520,Cougar,1524.38
5/15/1962,1520.9,Cougar,1525.28
5/16/1962,1522.6,Cougar,1526.98
5/17/1962,1523.9,Cougar,1528.28
5/18/1962,1525,Cougar,1529.38
5/19/1962,1527.1,Cougar,1531.48
5/20/1962,1529.1,Cougar,1533.48
5/21/1962,1530.9,Cougar,1535.28
5/22/1962,1533.1,Cougar,1537.48
5/23/1962,1535.4,Cougar,1539.78
5/24/1962,1538,Cougar,1542.38
5/25/1962,1541.8,Cougar,1546.18
5/26/1962,1545.4,Cougar,1549.78
5/27/1962,1548.6,Cougar,1552.98
5/28/1962,1551.6,Cougar,1555.98
5/29/1962,1554.6,Cougar,1558.98
5/30/1962,1557.1,Cougar,1561.48
5/31/1962,1559.5,Cougar,1563.88
6/1/1962,1561.4,Cougar,1565.78
6/2/1962,1563.5,Cougar,1567.88
6/3/1962,1565.5,Cougar,1569.88
6/4/1962,1567.3,Cougar,1571.68
6/5/1962,1568.9,Cougar,1573.28
6/6/1962,1570.5,Cougar,1574.88
6/7/1962,1571.9,Cougar,1576.28
6/8/1962,1573.5,Cougar,1577.88
6/9/1962,1575.2,Cougar,1579.58
6/10/1962,1576.8,Cougar,1581.18
6/11/1962,1578.3,Cougar,1582.68
6/12/1962,1579.7,Cougar,1584.08
6/13/1962,1580.9,Cougar,1585.28
6/14/1962,1582,Cougar,1586.38
6/15/1962,1582.9,Cougar,1587.28
6/16/1962,1583.9,Cougar,1588.28
6/17/1962,1584.7,Cougar,1589.08
6/18/1962,1585.6,Cougar,1589.98
6/19/1962,1586.4,Cougar,1590.78
6/20/1962,1587.1,Cougar,1591.48
6/21/1962,1587.9,Cougar,1592.28
6/22/1962,1588.5,Cougar,1592.88
6/23/1962,1589,Cougar,1593.38
6/24/1962,1589.6,Cougar,1593.98
6/25/1962,1590,Cougar,1594.38
6/26/1962,1590.5,Cougar,1594.88
6/27/1962,1590.9,Cougar,1595.28
6/28/1962,1591.1,Cougar,1595.48
6/29/1962,1591.3,Cougar,1595.68
6/30/1962,1591.5,Cougar,1595.88
7/1/1962,1591.7,Cougar,1596.08
7/2/1962,1591.9,Cougar,1596.28
7/3/1962,1592.1,Cougar,1596.48
7/4/1962,1592.2,Cougar,1596.58
7/5/1962,1592.4,Cougar,1596.78
7/6/1962,1592.5,Cougar,1596.88
7/7/1962,1592.5,Cougar,1596.88
7/8/1962,1592.6,Cougar,1596.98
7/9/1962,1592.6,Cougar,1596.98
7/10/1962,1592.7,Cougar,1597.08
7/11/1962,1592.7,Cougar,1597.08
7/12/1962,1592.6,Cougar,1596.98
7/13/1962,1592.6,Cougar,1596.98
7/14/1962,1592.6,Cougar,1596.98
7/15/1962,1592.5,Cougar,1596.88
7/16/1962,1592.5,Cougar,1596.88
7/17/1962,1592.4,Cougar,1596.78
7/18/1962,1592.3,Cougar,1596.68
7/19/1962,1592.3,Cougar,1596.68
7/20/1962,1592.2,Cougar,1596.58
7/21/1962,1592.1,Cougar,1596.48
7/22/1962,1592,Cougar,1596.38
7/23/1962,1591.9,Cougar,1596.28
7/24/1962,1591.7,Cougar,1596.08
7/25/1962,1591.6,Cougar,1595.98
7/26/1962,1591.5,Cougar,1595.88
7/27/1962,1591.4,Cougar,1595.78
7/28/1962,1591.2,Cougar,1595.58
7/29/1962,1591.1,Cougar,1595.48
7/30/1962,1591,Cougar,1595.38
7/31/1962,1590.8,Cougar,1595.18
8/1/1962,1590.6,Cougar,1594.98
8/2/1962,1590.4,Cougar,1594.78
8/3/1962,1590.3,Cougar,1594.68
8/4/1962,1590.2,Cougar,1594.58
8/5/1962,1590.1,Cougar,1594.48
8/6/1962,1590,Cougar,1594.38
8/7/1962,1590,Cougar,1594.38
8/8/1962,1590,Cougar,1594.38
8/9/1962,1589.9,Cougar,1594.28
8/10/1962,1589.8,Cougar,1594.18
8/11/1962,1589.7,Cougar,1594.08
8/12/1962,1589.6,Cougar,1593.98
8/13/1962,1589.5,Cougar,1593.88
8/14/1962,1589.4,Cougar,1593.78
8/15/1962,1589.2,Cougar,1593.58
8/16/1962,1589.1,Cougar,1593.48
8/17/1962,1588.9,Cougar,1593.28
8/18/1962,1588.8,Cougar,1593.18
8/19/1962,1588.6,Cougar,1592.98
8/20/1962,1588.5,Cougar,1592.88
8/21/1962,1588.3,Cougar,1592.68
8/22/1962,1588.1,Cougar,1592.48
8/23/1962,1587.9,Cougar,1592.28
8/24/1962,1587.7,Cougar,1592.08
8/25/1962,1587.5,Cougar,1591.88
8/26/1962,1587.3,Cougar,1591.68
8/27/1962,1587.1,Cougar,1591.48
8/28/1962,1586.9,Cougar,1591.28
8/29/1962,1586.7,Cougar,1591.08
8/30/1962,1586.5,Cougar,1590.88
8/31/1962,1586.3,Cougar,1590.68
9/1/1962,1586,Cougar,1590.38
9/2/1962,1585.8,Cougar,1590.18
9/3/1962,1585.5,Cougar,1589.88
9/4/1962,1585.3,Cougar,1589.68
9/5/1962,1585,Cougar,1589.38
9/6/1962,1584.8,Cougar,1589.18
9/7/1962,1584.5,Cougar,1588.88
9/8/1962,1584.3,Cougar,1588.68
9/9/1962,1584,Cougar,1588.38
9/10/1962,1583.8,Cougar,1588.18
9/11/1962,1583.9,Cougar,1588.28
9/12/1962,1583.7,Cougar,1588.08
9/13/1962,1583.5,Cougar,1587.88
9/14/1962,1583.3,Cougar,1587.68
9/15/1962,1583,Cougar,1587.38
9/16/1962,1582.8,Cougar,1587.18
9/17/1962,1582.6,Cougar,1586.98
9/18/1962,1582.4,Cougar,1586.78
9/19/1962,1582.1,Cougar,1586.48
9/20/1962,1581.9,Cougar,1586.28
9/21/1962,1581.6,Cougar,1585.98
9/22/1962,1581.3,Cougar,1585.68
9/23/1962,1581,Cougar,1585.38
9/24/1962,1580.8,Cougar,1585.18
9/25/1962,1580.6,Cougar,1584.98
9/26/1962,1580.3,Cougar,1584.68
9/27/1962,1580.1,Cougar,1584.48
9/28/1962,1580,Cougar,1584.38
9/29/1962,1580,Cougar,1584.38
9/30/1962,1579.8,Cougar,1584.18
10/1/1962,1579.6,Cougar,1583.98
10/2/1962,1579.4,Cougar,1583.78
10/3/1962,1579.3,Cougar,1583.68
10/4/1962,1579.1,Cougar,1583.48
10/5/1962,1578.9,Cougar,1583.28
10/6/1962,1578.7,Cougar,1583.08
10/7/1962,1578.4,Cougar,1582.78
10/8/1962,1577.8,Cougar,1582.18
10/9/1962,1578.3,Cougar,1582.68
10/10/1962,1579.1,Cougar,1583.48
10/11/1962,1579.9,Cougar,1584.28
10/12/1962,1580.6,Cougar,1584.98
10/13/1962,1580.8,Cougar,1585.18
10/14/1962,1580.7,Cougar,1585.08
10/15/1962,1580.6,Cougar,1584.98
10/16/1962,1577,Cougar,1581.38
10/17/1962,1573.2,Cougar,1577.58
10/18/1962,1568.9,Cougar,1573.28
10/19/1962,1564.5,Cougar,1568.88
10/20/1962,1559.8,Cougar,1564.18
10/21/1962,1554.9,Cougar,1559.28
10/22/1962,1549.8,Cougar,1554.18
10/23/1962,1547.5,Cougar,1551.88
10/24/1962,1545.5,Cougar,1549.88
10/25/1962,1543.6,Cougar,1547.98
10/26/1962,1541.7,Cougar,1546.08
10/27/1962,1539.8,Cougar,1544.18
10/28/1962,1537.8,Cougar,1542.18
10/29/1962,1535.9,Cougar,1540.28
10/30/1962,1534,Cougar,1538.38
10/31/1962,1532,Cougar,1536.38
11/1/1962,1530.1,Cougar,1534.48
11/2/1962,1528.2,Cougar,1532.58
11/3/1962,1526.2,Cougar,1530.58
11/4/1962,1524.3,Cougar,1528.68
11/5/1962,1522.4,Cougar,1526.78
11/6/1962,1520.4,Cougar,1524.78
11/7/1962,1518.5,Cougar,1522.88
11/8/1962,1516.6,Cougar,1520.98
11/9/1962,1514.7,Cougar,1519.08
11/10/1962,1512.7,Cougar,1517.08
11/11/1962,1510.8,Cougar,1515.18
11/12/1962,1508.9,Cougar,1513.28
11/13/1962,1506.9,Cougar,1511.28
11/14/1962,1505,Cougar,1509.38
11/15/1962,1505,Cougar,1509.38
11/16/1962,1505,Cougar,1509.38
11/17/1962,1505,Cougar,1509.38
11/18/1962,1505,Cougar,1509.38
11/19/1962,1505,Cougar,1509.38
11/20/1962,1509.2,Cougar,1513.58
11/21/1962,1511.9,Cougar,1516.28
11/22/1962,1510.5,Cougar,1514.88
11/23/1962,1506.9,Cougar,1511.28
11/24/1962,1505,Cougar,1509.38
11/25/1962,1505.2,Cougar,1509.58
11/26/1962,1505,Cougar,1509.38
11/27/1962,1507.6,Cougar,1511.98
11/28/1962,1505,Cougar,1509.38
11/29/1962,1505.4,Cougar,1509.78
11/30/1962,1505,Cougar,1509.38
12/1/1962,1509.3,Cougar,1513.68
12/2/1962,1514.9,Cougar,1519.28
12/3/1962,1517.8,Cougar,1522.18
12/4/1962,1517.9,Cougar,1522.28
12/5/1962,1517.5,Cougar,1521.88
12/6/1962,1517.5,Cougar,1521.88
12/7/1962,1516.7,Cougar,1521.08
12/8/1962,1515.1,Cougar,1519.48
12/9/1962,1512.8,Cougar,1517.18
12/10/1962,1509.8,Cougar,1514.18
12/11/1962,1506.3,Cougar,1510.68
12/12/1962,1505,Cougar,1509.38
12/13/1962,1505.3,Cougar,1509.68
12/14/1962,1505,Cougar,1509.38
12/15/1962,1507.6,Cougar,1511.98
12/16/1962,1510.5,Cougar,1514.88
12/17/1962,1513.3,Cougar,1517.68
12/18/1962,1515.7,Cougar,1520.08
12/19/1962,1517.6,Cougar,1521.98
12/20/1962,1519.3,Cougar,1523.68
12/21/1962,1520.3,Cougar,1524.68
12/22/1962,1521.1,Cougar,1525.48
12/23/1962,1521.7,Cougar,1526.08
12/24/1962,1522.1,Cougar,1526.48
12/25/1962,1522.4,Cougar,1526.78
12/26/1962,1522.5,Cougar,1526.88
12/27/1962,1522.5,Cougar,1526.88
12/28/1962,1522.4,Cougar,1526.78
12/29/1962,1522.2,Cougar,1526.58
12/30/1962,1522.2,Cougar,1526.58
12/31/1962,1522.1,Cougar,1526.48
1/1/1963,1522.8,Cougar,1527.18
1/2/1963,1523.5,Cougar,1527.88
1/3/1963,1525,Cougar,1529.38
1/4/1963,1525.1,Cougar,1529.48
1/5/1963,1524.9,Cougar,1529.28
1/6/1963,1525.7,Cougar,1530.08
1/7/1963,1526.4,Cougar,1530.78
1/8/1963,1527.1,Cougar,1531.48
1/9/1963,1527.6,Cougar,1531.98
1/10/1963,1528.1,Cougar,1532.48
1/11/1963,1528.6,Cougar,1532.98
1/12/1963,1529,Cougar,1533.38
1/13/1963,1529.3,Cougar,1533.68
1/14/1963,1529.6,Cougar,1533.98
1/15/1963,1529.8,Cougar,1534.18
1/16/1963,1530,Cougar,1534.38
1/17/1963,1530.2,Cougar,1534.58
1/18/1963,1530.4,Cougar,1534.78
1/19/1963,1530.5,Cougar,1534.88
1/20/1963,1530.6,Cougar,1534.98
1/21/1963,1530.7,Cougar,1535.08
1/22/1963,1530.7,Cougar,1535.08
1/23/1963,1530.7,Cougar,1535.08
1/24/1963,1530.8,Cougar,1535.18
1/25/1963,1530.8,Cougar,1535.18
1/26/1963,1530.8,Cougar,1535.18
1/27/1963,1530.8,Cougar,1535.18
1/28/1963,1530.8,Cougar,1535.18
1/29/1963,1530.9,Cougar,1535.28
1/30/1963,1530.9,Cougar,1535.28
1/31/1963,1526,Cougar,1530.38
2/1/1963,1530.4,Cougar,1534.78
2/2/1963,1535.9,Cougar,1540.28
2/3/1963,1545,Cougar,1549.38
2/4/1963,1550.4,Cougar,1554.78
2/5/1963,1552.5,Cougar,1556.88
2/6/1963,1552.6,Cougar,1556.98
2/7/1963,1551.3,Cougar,1555.68
2/8/1963,1549.4,Cougar,1553.78
2/9/1963,1546.6,Cougar,1550.98
2/10/1963,1543.5,Cougar,1547.88
2/11/1963,1539.7,Cougar,1544.08
2/12/1963,1535.6,Cougar,1539.98
2/13/1963,1531.1,Cougar,1535.48
2/14/1963,1526.9,Cougar,1531.28
2/15/1963,1522.2,Cougar,1526.58
2/16/1963,1520,Cougar,1524.38
2/17/1963,1520,Cougar,1524.38
2/18/1963,1525.8,Cougar,1530.18
2/19/1963,1529.7,Cougar,1534.08
2/20/1963,1529.7,Cougar,1534.08
2/21/1963,1528.4,Cougar,1532.78
2/22/1963,1526.1,Cougar,1530.48
2/23/1963,1523.3,Cougar,1527.68
2/24/1963,1520,Cougar,1524.38
2/25/1963,1520,Cougar,1524.38
2/26/1963,1521,Cougar,1525.38
2/27/1963,1520,Cougar,1524.38
2/28/1963,1520.6,Cougar,1524.98
3/1/1963,1520,Cougar,1524.38
3/2/1963,1520.4,Cougar,1524.78
3/3/1963,1520,Cougar,1524.38
3/4/1963,1520,Cougar,1524.38
3/5/1963,1520,Cougar,1524.38
3/6/1963,1520,Cougar,1524.38
3/7/1963,1520,Cougar,1524.38
3/8/1963,1520,Cougar,1524.38
3/9/1963,1520,Cougar,1524.38
3/10/1963,1520,Cougar,1524.38
3/11/1963,1520,Cougar,1524.38
3/12/1963,1520,Cougar,1524.38
3/13/1963,1520,Cougar,1524.38
3/14/1963,1520,Cougar,1524.38
3/15/1963,1520,Cougar,1524.38
3/16/1963,1520,Cougar,1524.38
3/17/1963,1520,Cougar,1524.38
3/18/1963,1520,Cougar,1524.38
3/19/1963,1520,Cougar,1524.38
3/20/1963,1520,Cougar,1524.38
3/21/1963,1520,Cougar,1524.38
3/22/1963,1520,Cougar,1524.38
3/23/1963,1520,Cougar,1524.38
3/24/1963,1520,Cougar,1524.38
3/25/1963,1520,Cougar,1524.38
3/26/1963,1520,Cougar,1524.38
3/27/1963,1520,Cougar,1524.38
3/28/1963,1520,Cougar,1524.38
3/29/1963,1520,Cougar,1524.38
3/30/1963,1520,Cougar,1524.38
3/31/1963,1521.3,Cougar,1525.68
4/1/1963,1520,Cougar,1524.38
4/2/1963,1520,Cougar,1524.38
4/3/1963,1520,Cougar,1524.38
4/4/1963,1521.7,Cougar,1526.08
4/5/1963,1520.7,Cougar,1525.08
4/6/1963,1522.1,Cougar,1526.48
4/7/1963,1521.7,Cougar,1526.08
4/8/1963,1520,Cougar,1524.38
4/9/1963,1520,Cougar,1524.38
4/10/1963,1521.1,Cougar,1525.48
4/11/1963,1520,Cougar,1524.38
4/12/1963,1520.4,Cougar,1524.78
4/13/1963,1520,Cougar,1524.38
4/14/1963,1520.3,Cougar,1524.68
4/15/1963,1520,Cougar,1524.38
4/16/1963,1520.4,Cougar,1524.78
4/17/1963,1520,Cougar,1524.38
4/18/1963,1520.1,Cougar,1524.48
4/19/1963,1520,Cougar,1524.38
4/20/1963,1520,Cougar,1524.38
4/21/1963,1520,Cougar,1524.38
4/22/1963,1520,Cougar,1524.38
4/23/1963,1520,Cougar,1524.38
4/24/1963,1520,Cougar,1524.38
4/25/1963,1520,Cougar,1524.38
4/26/1963,1520,Cougar,1524.38
4/27/1963,1520,Cougar,1524.38
4/28/1963,1520,Cougar,1524.38
4/29/1963,1520.2,Cougar,1524.58
4/30/1963,1520,Cougar,1524.38
5/1/1963,1520.6,Cougar,1524.98
5/2/1963,1520,Cougar,1524.38
5/3/1963,1522.2,Cougar,1526.58
5/4/1963,1520,Cougar,1524.38
5/5/1963,1522.6,Cougar,1526.98
5/6/1963,1525.8,Cougar,1530.18
5/7/1963,1529.3,Cougar,1533.68
5/8/1963,1530.3,Cougar,1534.68
5/9/1963,1529.9,Cougar,1534.28
5/10/1963,1528.4,Cougar,1532.78
5/11/1963,1526.3,Cougar,1530.68
5/12/1963,1523.9,Cougar,1528.28
5/13/1963,1520.9,Cougar,1525.28
5/14/1963,1520,Cougar,1524.38
5/15/1963,1521.5,Cougar,1525.88
5/16/1963,1523.8,Cougar,1528.18
5/17/1963,1525.9,Cougar,1530.28
5/18/1963,1529.7,Cougar,1534.08
5/19/1963,1533.5,Cougar,1537.88
5/20/1963,1537.4,Cougar,1541.78
5/21/1963,1541,Cougar,1545.38
5/22/1963,1544.4,Cougar,1548.78
5/23/1963,1547,Cougar,1551.38
5/24/1963,1549.3,Cougar,1553.68
5/25/1963,1550.9,Cougar,1555.28
5/26/1963,1552.5,Cougar,1556.88
5/27/1963,1553.8,Cougar,1558.18
5/28/1963,1554.9,Cougar,1559.28
5/29/1963,1555.9,Cougar,1560.28
5/30/1963,1556.8,Cougar,1561.18
5/31/1963,1557.6,Cougar,1561.98
6/1/1963,1558.2,Cougar,1562.58
6/2/1963,1558.7,Cougar,1563.08
6/3/1963,1559.4,Cougar,1563.78
6/4/1963,1559.8,Cougar,1564.18
6/5/1963,1560.7,Cougar,1565.08
6/6/1963,1561.4,Cougar,1565.78
6/7/1963,1562,Cougar,1566.38
6/8/1963,1562.5,Cougar,1566.88
6/9/1963,1563,Cougar,1567.38
6/10/1963,1563.4,Cougar,1567.78
6/11/1963,1563.7,Cougar,1568.08
6/12/1963,1563.9,Cougar,1568.28
6/13/1963,1564.1,Cougar,1568.48
6/14/1963,1564.2,Cougar,1568.58
6/15/1963,1564.3,Cougar,1568.68
6/16/1963,1564.3,Cougar,1568.68
6/17/1963,1564.3,Cougar,1568.68
6/18/1963,1564.3,Cougar,1568.68
6/19/1963,1564.2,Cougar,1568.58
6/20/1963,1564.2,Cougar,1568.58
6/21/1963,1564.3,Cougar,1568.68
6/22/1963,1564.8,Cougar,1569.18
6/23/1963,1565.3,Cougar,1569.68
6/24/1963,1565.7,Cougar,1570.08
6/25/1963,1566,Cougar,1570.38
6/26/1963,1566.2,Cougar,1570.58
6/27/1963,1566.3,Cougar,1570.68
6/28/1963,1566.4,Cougar,1570.78
6/29/1963,1566.7,Cougar,1571.08
6/30/1963,1567,Cougar,1571.38
7/1/1963,1567.4,Cougar,1571.78
7/2/1963,1567.7,Cougar,1572.08
7/3/1963,1568,Cougar,1572.38
7/4/1963,1568.2,Cougar,1572.58
7/5/1963,1568.4,Cougar,1572.78
7/6/1963,1568.7,Cougar,1573.08
7/7/1963,1569,Cougar,1573.38
7/8/1963,1569.4,Cougar,1573.78
7/9/1963,1569.8,Cougar,1574.18
7/10/1963,1570.2,Cougar,1574.58
7/11/1963,1570.6,Cougar,1574.98
7/12/1963,1571,Cougar,1575.38
7/13/1963,1571.2,Cougar,1575.58
7/14/1963,1571.5,Cougar,1575.88
7/15/1963,1571.6,Cougar,1575.98
7/16/1963,1571.8,Cougar,1576.18
7/17/1963,1571.9,Cougar,1576.28
7/18/1963,1572,Cougar,1576.38
7/19/1963,1572.1,Cougar,1576.48
7/20/1963,1572.1,Cougar,1576.48
7/21/1963,1572.2,Cougar,1576.58
7/22/1963,1572.2,Cougar,1576.58
7/23/1963,1572.2,Cougar,1576.58
7/24/1963,1572.3,Cougar,1576.68
7/25/1963,1572.3,Cougar,1576.68
7/26/1963,1572.3,Cougar,1576.68
7/27/1963,1572.2,Cougar,1576.58
7/28/1963,1572.1,Cougar,1576.48
7/29/1963,1572.1,Cougar,1576.48
7/30/1963,1572,Cougar,1576.38
7/31/1963,1571.8,Cougar,1576.18
8/1/1963,1571.7,Cougar,1576.08
8/2/1963,1571.6,Cougar,1575.98
8/3/1963,1571.5,Cougar,1575.88
8/4/1963,1571.3,Cougar,1575.68
8/5/1963,1571.2,Cougar,1575.58
8/6/1963,1571,Cougar,1575.38
8/7/1963,1570.8,Cougar,1575.18
8/8/1963,1570.6,Cougar,1574.98
8/9/1963,1570.4,Cougar,1574.78
8/10/1963,1570.3,Cougar,1574.68
8/11/1963,1570.1,Cougar,1574.48
8/12/1963,1569.9,Cougar,1574.28
8/13/1963,1569.6,Cougar,1573.98
8/14/1963,1569.4,Cougar,1573.78
8/15/1963,1569.1,Cougar,1573.48
8/16/1963,1568.9,Cougar,1573.28
8/17/1963,1568.6,Cougar,1572.98
8/18/1963,1568.4,Cougar,1572.78
8/19/1963,1568.1,Cougar,1572.48
8/20/1963,1567.9,Cougar,1572.28
8/21/1963,1567.7,Cougar,1572.08
8/22/1963,1567.4,Cougar,1571.78
8/23/1963,1567.2,Cougar,1571.58
8/24/1963,1566.9,Cougar,1571.28
8/25/1963,1566.7,Cougar,1571.08
8/26/1963,1566.4,Cougar,1570.78
8/27/1963,1566.1,Cougar,1570.48
8/28/1963,1565.8,Cougar,1570.18
8/29/1963,1565.5,Cougar,1569.88
8/30/1963,1565.2,Cougar,1569.58
8/31/1963,1564.9,Cougar,1569.28
9/1/1963,1564.6,Cougar,1568.98
9/2/1963,1564.3,Cougar,1568.68
9/3/1963,1564,Cougar,1568.38
9/4/1963,1563.7,Cougar,1568.08
9/5/1963,1563.4,Cougar,1567.78
9/6/1963,1563.1,Cougar,1567.48
9/7/1963,1562.7,Cougar,1567.08
9/8/1963,1562.3,Cougar,1566.68
9/9/1963,1562,Cougar,1566.38
9/10/1963,1561.6,Cougar,1565.98
9/11/1963,1561.3,Cougar,1565.68
9/12/1963,1561,Cougar,1565.38
9/13/1963,1560.7,Cougar,1565.08
9/14/1963,1560.5,Cougar,1564.88
9/15/1963,1560.6,Cougar,1564.98
9/16/1963,1561,Cougar,1565.38
9/17/1963,1561,Cougar,1565.38
9/18/1963,1560.9,Cougar,1565.28
9/19/1963,1560.7,Cougar,1565.08
9/20/1963,1560.4,Cougar,1564.78
9/21/1963,1560.1,Cougar,1564.48
9/22/1963,1559.9,Cougar,1564.28
9/23/1963,1559.7,Cougar,1564.08
9/24/1963,1559.4,Cougar,1563.78
9/25/1963,1558.9,Cougar,1563.28
9/26/1963,1558.4,Cougar,1562.78
9/27/1963,1557.9,Cougar,1562.28
9/28/1963,1557.5,Cougar,1561.88
9/29/1963,1557.1,Cougar,1561.48
9/30/1963,1556.7,Cougar,1561.08
10/1/1963,1556.2,Cougar,1560.58
10/2/1963,1556,Cougar,1560.38
10/3/1963,1555.7,Cougar,1560.08
10/4/1963,1555.4,Cougar,1559.78
10/5/1963,1555.2,Cougar,1559.58
10/6/1963,1554.9,Cougar,1559.28
10/7/1963,1554.6,Cougar,1558.98
10/8/1963,1554.3,Cougar,1558.68
10/9/1963,1554,Cougar,1558.38
10/10/1963,1553.7,Cougar,1558.08
10/11/1963,1553.5,Cougar,1557.88
10/12/1963,1553.2,Cougar,1557.58
10/13/1963,1552.9,Cougar,1557.28
10/14/1963,1552.5,Cougar,1556.88
