Date,Elev_NGVD29,Project
1935-10-01,899.59,Lookout Point
1935-10-02,898.6,Lookout Point
1935-10-03,897.99,Lookout Point
1935-10-04,897.03,Lookout Point
1935-10-05,896.03,Lookout Point
1935-10-06,895.03,Lookout Point
1935-10-07,894.03,Lookout Point
1935-10-08,893.03,Lookout Point
1935-10-09,892.03,Lookout Point
1935-10-10,891.03,Lookout Point
1935-10-11,890.03,Lookout Point
1935-10-12,889.03,Lookout Point
1935-10-13,888.03,Lookout Point
1935-10-14,887.03,Lookout Point
1935-10-15,886.03,Lookout Point
1935-10-16,885.03,Lookout Point
1935-10-17,884.03,Lookout Point
1935-10-18,883.03,Lookout Point
1935-10-19,882.03,Lookout Point
1935-10-20,881.03,Lookout Point
1935-10-21,880.03,Lookout Point
1935-10-22,879.03,Lookout Point
1935-10-23,878.03,Lookout Point
1935-10-24,877.03,Lookout Point
1935-10-25,876.03,Lookout Point
1935-10-26,875.03,Lookout Point
1935-10-27,874.03,Lookout Point
1935-10-28,873.03,Lookout Point
1935-10-29,872.03,Lookout Point
1935-10-30,871.03,Lookout Point
1935-10-31,870.03,Lookout Point
1935-11-01,869.03,Lookout Point
1935-11-02,868.03,Lookout Point
1935-11-03,867.03,Lookout Point
1935-11-04,866.03,Lookout Point
1935-11-05,865.03,Lookout Point
1935-11-06,864.03,Lookout Point
1935-11-07,863.39,Lookout Point
1935-11-08,862.39,Lookout Point
1935-11-09,861.39,Lookout Point
1935-11-10,860.39,Lookout Point
1935-11-11,859.39,Lookout Point
1935-11-12,858.39,Lookout Point
1935-11-13,857.39,Lookout Point
1935-11-14,856.39,Lookout Point
1935-11-15,855.39,Lookout Point
1935-11-16,854.39,Lookout Point
1935-11-17,853.39,Lookout Point
1935-11-18,852.39,Lookout Point
1935-11-19,851.39,Lookout Point
1935-11-20,850.39,Lookout Point
1935-11-21,849.39,Lookout Point
1935-11-22,841.98,Lookout Point
1935-11-23,838.08,Lookout Point
1935-11-24,835.52,Lookout Point
1935-11-25,833.56,Lookout Point
1935-11-26,831.91,Lookout Point
1935-11-27,830.71,Lookout Point
1935-11-28,829.26,Lookout Point
1935-11-29,827.73,Lookout Point
1935-11-30,825.3,Lookout Point
1935-12-01,823.68,Lookout Point
1935-12-02,822.46,Lookout Point
1935-12-03,821.46,Lookout Point
1935-12-04,820.46,Lookout Point
1935-12-05,819.46,Lookout Point
1935-12-06,818.46,Lookout Point
1935-12-07,817.46,Lookout Point
1935-12-08,816.46,Lookout Point
1935-12-09,815.46,Lookout Point
1935-12-10,814.46,Lookout Point
1935-12-11,813.46,Lookout Point
1935-12-12,813.65,Lookout Point
1935-12-13,812.65,Lookout Point
1935-12-14,816.79,Lookout Point
1935-12-15,820.34,Lookout Point
1935-12-16,823.1,Lookout Point
1935-12-17,825.1,Lookout Point
1935-12-18,825.1,Lookout Point
1935-12-19,825.1,Lookout Point
1935-12-20,825.1,Lookout Point
1935-12-21,825.1,Lookout Point
1935-12-22,825.1,Lookout Point
1935-12-23,825,Lookout Point
1935-12-24,825,Lookout Point
1935-12-25,825,Lookout Point
1935-12-26,825,Lookout Point
1935-12-27,825,Lookout Point
1935-12-28,825,Lookout Point
1935-12-29,825.05,Lookout Point
1935-12-30,825.1,Lookout Point
1935-12-31,825.1,Lookout Point
1936-01-01,825.1,Lookout Point
1936-01-02,827.59,Lookout Point
1936-01-03,830.02,Lookout Point
1936-01-04,835.51,Lookout Point
1936-01-05,839.63,Lookout Point
1936-01-06,840.6,Lookout Point
1936-01-07,839.97,Lookout Point
1936-01-08,838.72,Lookout Point
1936-01-09,838.18,Lookout Point
1936-01-10,838.45,Lookout Point
1936-01-11,841.79,Lookout Point
1936-01-12,842.7,Lookout Point
1936-01-13,844.34,Lookout Point
1936-01-14,844.82,Lookout Point
1936-01-15,845.51,Lookout Point
1936-01-16,845.54,Lookout Point
1936-01-17,844.78,Lookout Point
1936-01-18,843.43,Lookout Point
1936-01-19,841.81,Lookout Point
1936-01-20,840.22,Lookout Point
1936-01-21,838.64,Lookout Point
1936-01-22,836.98,Lookout Point
1936-01-23,835.58,Lookout Point
1936-01-24,834.52,Lookout Point
1936-01-25,833.66,Lookout Point
1936-01-26,832.87,Lookout Point
1936-01-27,832.15,Lookout Point
1936-01-28,831.58,Lookout Point
1936-01-29,830.72,Lookout Point
1936-01-30,829.62,Lookout Point
1936-01-31,827.66,Lookout Point
1936-02-01,826.82,Lookout Point
1936-02-02,826.62,Lookout Point
1936-02-03,826.67,Lookout Point
1936-02-04,827.11,Lookout Point
1936-02-05,827.48,Lookout Point
1936-02-06,827.9,Lookout Point
1936-02-07,828.51,Lookout Point
1936-02-08,828.97,Lookout Point
1936-02-09,829.35,Lookout Point
1936-02-10,829.66,Lookout Point
1936-02-11,829.99,Lookout Point
1936-02-12,830.44,Lookout Point
1936-02-13,831.58,Lookout Point
1936-02-14,832.68,Lookout Point
1936-02-15,833.58,Lookout Point
1936-02-16,834.32,Lookout Point
1936-02-17,835.45,Lookout Point
1936-02-18,836.62,Lookout Point
1936-02-19,837.76,Lookout Point
1936-02-20,839.17,Lookout Point
1936-02-21,841.86,Lookout Point
1936-02-22,845.78,Lookout Point
1936-02-23,849.31,Lookout Point
1936-02-24,852.17,Lookout Point
1936-02-25,854.47,Lookout Point
1936-02-26,856.42,Lookout Point
1936-02-27,858.36,Lookout Point
1936-02-28,860.78,Lookout Point
1936-02-29,863.17,Lookout Point
1936-03-01,865.4,Lookout Point
1936-03-02,867.78,Lookout Point
1936-03-03,870.26,Lookout Point
1936-03-04,872.47,Lookout Point
1936-03-05,874.43,Lookout Point
1936-03-06,876.14,Lookout Point
1936-03-07,877.67,Lookout Point
1936-03-08,879.04,Lookout Point
1936-03-09,880.84,Lookout Point
1936-03-10,882.49,Lookout Point
1936-03-11,883.92,Lookout Point
1936-03-12,885.24,Lookout Point
1936-03-13,886.47,Lookout Point
1936-03-14,887.61,Lookout Point
1936-03-15,888.71,Lookout Point
1936-03-16,889.73,Lookout Point
1936-03-17,890.41,Lookout Point
1936-03-18,890.93,Lookout Point
1936-03-19,891.37,Lookout Point
1936-03-20,891.82,Lookout Point
1936-03-21,892.34,Lookout Point
1936-03-22,892.88,Lookout Point
1936-03-23,893.05,Lookout Point
1936-03-24,893,Lookout Point
1936-03-25,893,Lookout Point
1936-03-26,893,Lookout Point
1936-03-27,893,Lookout Point
1936-03-28,893.24,Lookout Point
1936-03-29,893,Lookout Point
1936-03-30,892.99,Lookout Point
1936-03-31,893,Lookout Point
1936-04-01,893,Lookout Point
1936-04-02,893,Lookout Point
1936-04-03,893,Lookout Point
1936-04-04,893,Lookout Point
1936-04-05,893,Lookout Point
1936-04-06,893,Lookout Point
1936-04-07,893,Lookout Point
1936-04-08,893,Lookout Point
1936-04-09,893,Lookout Point
1936-04-10,893,Lookout Point
1936-04-11,893.02,Lookout Point
1936-04-12,893.09,Lookout Point
1936-04-13,893,Lookout Point
1936-04-14,893,Lookout Point
1936-04-15,893,Lookout Point
1936-04-16,893,Lookout Point
1936-04-17,893,Lookout Point
1936-04-18,894.27,Lookout Point
1936-04-19,895.67,Lookout Point
1936-04-20,897.1,Lookout Point
1936-04-21,898.51,Lookout Point
1936-04-22,899.79,Lookout Point
1936-04-23,901.32,Lookout Point
1936-04-24,903.29,Lookout Point
1936-04-25,905.34,Lookout Point
1936-04-26,906.69,Lookout Point
1936-04-27,907.33,Lookout Point
1936-04-28,907.85,Lookout Point
1936-04-29,908.44,Lookout Point
1936-04-30,909.21,Lookout Point
1936-05-01,910.05,Lookout Point
1936-05-02,910.9,Lookout Point
1936-05-03,911.79,Lookout Point
1936-05-04,912.86,Lookout Point
1936-05-05,914.36,Lookout Point
1936-05-06,916.15,Lookout Point
1936-05-07,917.56,Lookout Point
1936-05-08,918.76,Lookout Point
1936-05-09,919.92,Lookout Point
1936-05-10,921.2,Lookout Point
1936-05-11,922.61,Lookout Point
1936-05-12,924,Lookout Point
1936-05-13,925.42,Lookout Point
1936-05-14,926,Lookout Point
1936-05-15,926,Lookout Point
1936-05-16,926,Lookout Point
1936-05-17,926,Lookout Point
1936-05-18,926,Lookout Point
1936-05-19,926,Lookout Point
1936-05-20,926,Lookout Point
1936-05-21,926,Lookout Point
1936-05-22,926,Lookout Point
1936-05-23,926,Lookout Point
1936-05-24,926,Lookout Point
1936-05-25,926,Lookout Point
1936-05-26,926,Lookout Point
1936-05-27,926,Lookout Point
1936-05-28,926,Lookout Point
1936-05-29,926,Lookout Point
1936-05-30,925.38,Lookout Point
1936-05-31,924.38,Lookout Point
1936-06-01,923.38,Lookout Point
1936-06-02,922.38,Lookout Point
1936-06-03,921.38,Lookout Point
1936-06-04,920.38,Lookout Point
1936-06-05,919.38,Lookout Point
1936-06-06,918.38,Lookout Point
1936-06-07,917.38,Lookout Point
1936-06-08,916.38,Lookout Point
1936-06-09,915.38,Lookout Point
1936-06-10,914.38,Lookout Point
1936-06-11,913.38,Lookout Point
1936-06-12,912.38,Lookout Point
1936-06-13,911.38,Lookout Point
1936-06-14,910.38,Lookout Point
1936-06-15,909.38,Lookout Point
1936-06-16,908.38,Lookout Point
1936-06-17,907.38,Lookout Point
1936-06-18,906.38,Lookout Point
1936-06-19,905.38,Lookout Point
1936-06-20,904.38,Lookout Point
1936-06-21,903.38,Lookout Point
1936-06-22,902.38,Lookout Point
1936-06-23,901.38,Lookout Point
1936-06-24,900.38,Lookout Point
1936-06-25,899.38,Lookout Point
1936-06-26,898.38,Lookout Point
1936-06-27,897.38,Lookout Point
1936-06-28,896.38,Lookout Point
1936-06-29,895.38,Lookout Point
1936-06-30,894.38,Lookout Point
1936-07-01,893.38,Lookout Point
1936-07-02,892.38,Lookout Point
1936-07-03,891.38,Lookout Point
1936-07-04,890.38,Lookout Point
1936-07-05,889.38,Lookout Point
1936-07-06,888.38,Lookout Point
1936-07-07,887.38,Lookout Point
1936-07-08,886.38,Lookout Point
1936-07-09,885.38,Lookout Point
1936-07-10,884.38,Lookout Point
1936-07-11,883.38,Lookout Point
1936-07-12,882.38,Lookout Point
1936-07-13,881.38,Lookout Point
1936-07-14,880.38,Lookout Point
1936-07-15,879.38,Lookout Point
1936-07-16,878.38,Lookout Point
1936-07-17,877.38,Lookout Point
1936-07-18,876.38,Lookout Point
1936-07-19,875.38,Lookout Point
1936-07-20,874.38,Lookout Point
1936-07-21,873.38,Lookout Point
1936-07-22,872.38,Lookout Point
1936-07-23,871.38,Lookout Point
1936-07-24,870.38,Lookout Point
1936-07-25,869.38,Lookout Point
1936-07-26,868.38,Lookout Point
1936-07-27,867.38,Lookout Point
1936-07-28,866.38,Lookout Point
1936-07-29,865.38,Lookout Point
1936-07-30,864.38,Lookout Point
1936-07-31,863.38,Lookout Point
1936-08-01,862.38,Lookout Point
1936-08-02,861.38,Lookout Point
1936-08-03,860.38,Lookout Point
1936-08-04,859.38,Lookout Point
1936-08-05,858.38,Lookout Point
1936-08-06,857.38,Lookout Point
1936-08-07,856.38,Lookout Point
1936-08-08,855.38,Lookout Point
1936-08-09,854.38,Lookout Point
1936-08-10,853.38,Lookout Point
1936-08-11,852.38,Lookout Point
1936-08-12,851.38,Lookout Point
1936-08-13,850.38,Lookout Point
1936-08-14,849.38,Lookout Point
1936-08-15,848.38,Lookout Point
1936-08-16,847.38,Lookout Point
1936-08-17,846.38,Lookout Point
1936-08-18,845.38,Lookout Point
1936-08-19,844.38,Lookout Point
1936-08-20,843.38,Lookout Point
1936-08-21,842.38,Lookout Point
1936-08-22,841.38,Lookout Point
1936-08-23,840.38,Lookout Point
1936-08-24,839.38,Lookout Point
1936-08-25,838.38,Lookout Point
1936-08-26,837.38,Lookout Point
1936-08-27,836.38,Lookout Point
1936-08-28,835.38,Lookout Point
1936-08-29,834.38,Lookout Point
1936-08-30,833.38,Lookout Point
1936-08-31,832.38,Lookout Point
1936-09-01,831.38,Lookout Point
1936-09-02,830.38,Lookout Point
1936-09-03,829.38,Lookout Point
1936-09-04,828.38,Lookout Point
1936-09-05,827.38,Lookout Point
1936-09-06,826.38,Lookout Point
1936-09-07,825.38,Lookout Point
1936-09-08,824.38,Lookout Point
1936-09-09,823.38,Lookout Point
1936-09-10,822.38,Lookout Point
1936-09-11,821.38,Lookout Point
1936-09-12,820.38,Lookout Point
1936-09-13,819.38,Lookout Point
1936-09-14,818.38,Lookout Point
1936-09-15,817.38,Lookout Point
1936-09-16,816.38,Lookout Point
1936-09-17,815.38,Lookout Point
1936-09-18,814.38,Lookout Point
1936-09-19,813.38,Lookout Point
1936-09-20,812.38,Lookout Point
1936-09-21,811.38,Lookout Point
1936-09-22,810.38,Lookout Point
1936-09-23,809.38,Lookout Point
1936-09-24,808.38,Lookout Point
1936-09-25,807.38,Lookout Point
1936-09-26,806.38,Lookout Point
1936-09-27,805.38,Lookout Point
1936-09-28,804.38,Lookout Point
1936-09-29,803.38,Lookout Point
1936-09-30,802.38,Lookout Point
1936-10-01,801.38,Lookout Point
1936-10-02,800.38,Lookout Point
1936-10-03,799.38,Lookout Point
1936-10-04,798.38,Lookout Point
1936-10-05,797.38,Lookout Point
1936-10-06,796.38,Lookout Point
1936-10-07,795.38,Lookout Point
1936-10-08,794.38,Lookout Point
1936-10-09,793.38,Lookout Point
1936-10-10,792.38,Lookout Point
1936-10-11,791.38,Lookout Point
1936-10-12,790.38,Lookout Point
1936-10-13,789.38,Lookout Point
1936-10-14,788.38,Lookout Point
1936-10-15,787.38,Lookout Point
1936-10-16,786.38,Lookout Point
1936-10-17,785.38,Lookout Point
1936-10-18,784.38,Lookout Point
1936-10-19,783.38,Lookout Point
1936-10-20,782.38,Lookout Point
1936-10-21,781.38,Lookout Point
1936-10-22,780.38,Lookout Point
1936-10-23,779.38,Lookout Point
1936-10-24,778.38,Lookout Point
1936-10-25,777.38,Lookout Point
1936-10-26,776.38,Lookout Point
1936-10-27,775.38,Lookout Point
1936-10-28,774.38,Lookout Point
1936-10-29,773.38,Lookout Point
1936-10-30,772.38,Lookout Point
1936-10-31,771.38,Lookout Point
1936-11-01,770.38,Lookout Point
1936-11-02,769.38,Lookout Point
1936-11-03,768.38,Lookout Point
1936-11-04,767.38,Lookout Point
1936-11-05,766.38,Lookout Point
1936-11-06,765.38,Lookout Point
1936-11-07,764.38,Lookout Point
1936-11-08,763.38,Lookout Point
1936-11-09,762.38,Lookout Point
1936-11-10,761.38,Lookout Point
1936-11-11,760.38,Lookout Point
1936-11-12,759.38,Lookout Point
1936-11-13,758.38,Lookout Point
1936-11-14,757.38,Lookout Point
1936-11-15,756.97,Lookout Point
1936-11-16,755.97,Lookout Point
1936-11-17,754.97,Lookout Point
1936-11-18,753.97,Lookout Point
1936-11-19,752.97,Lookout Point
1936-11-20,751.97,Lookout Point
1936-11-21,750.97,Lookout Point
1936-11-22,750,Lookout Point
1936-11-23,750,Lookout Point
1936-11-24,750,Lookout Point
1936-11-25,750,Lookout Point
1936-11-26,750,Lookout Point
1936-11-27,750,Lookout Point
1936-11-28,750,Lookout Point
1936-11-29,750,Lookout Point
1936-11-30,750,Lookout Point
1936-12-01,750,Lookout Point
1936-12-02,749.99,Lookout Point
1936-12-03,749.99,Lookout Point
1936-12-04,749.99,Lookout Point
1936-12-05,749.99,Lookout Point
1936-12-06,749.99,Lookout Point
1936-12-07,750,Lookout Point
1936-12-08,750,Lookout Point
1936-12-09,750,Lookout Point
1936-12-10,749.99,Lookout Point
1936-12-11,749.99,Lookout Point
1936-12-12,749.99,Lookout Point
1936-12-13,749.99,Lookout Point
1936-12-14,754.14,Lookout Point
1936-12-15,758.57,Lookout Point
1936-12-16,762.48,Lookout Point
1936-12-17,766.1,Lookout Point
1936-12-18,769.98,Lookout Point
1936-12-19,773.33,Lookout Point
1936-12-20,776.21,Lookout Point
1936-12-21,777.47,Lookout Point
1936-12-22,777.49,Lookout Point
1936-12-23,777.55,Lookout Point
1936-12-24,778.5,Lookout Point
1936-12-25,778.83,Lookout Point
1936-12-26,778.83,Lookout Point
1936-12-27,778.83,Lookout Point
1936-12-28,778.83,Lookout Point
1936-12-29,778.83,Lookout Point
1936-12-30,778.83,Lookout Point
1936-12-31,778.83,Lookout Point
1937-01-01,778.83,Lookout Point
1937-01-02,778.83,Lookout Point
1937-01-03,778.83,Lookout Point
1937-01-04,778.83,Lookout Point
1937-01-05,778.83,Lookout Point
1937-01-06,778.83,Lookout Point
1937-01-07,778.83,Lookout Point
1937-01-08,778.83,Lookout Point
1937-01-09,778.83,Lookout Point
1937-01-10,778.83,Lookout Point
1937-01-11,778.83,Lookout Point
1937-01-12,778.83,Lookout Point
1937-01-13,778.83,Lookout Point
1937-01-14,778.83,Lookout Point
1937-01-15,778.83,Lookout Point
1937-01-16,778.83,Lookout Point
1937-01-17,778.83,Lookout Point
1937-01-18,778.83,Lookout Point
1937-01-19,778.83,Lookout Point
1937-01-20,778.83,Lookout Point
1937-01-21,778.83,Lookout Point
1937-01-22,778.83,Lookout Point
1937-01-23,778.83,Lookout Point
1937-01-24,778.83,Lookout Point
1937-01-25,778.83,Lookout Point
1937-01-26,778.83,Lookout Point
1937-01-27,778.83,Lookout Point
1937-01-28,778.83,Lookout Point
1937-01-29,778.83,Lookout Point
1937-01-30,778.83,Lookout Point
1937-01-31,778.83,Lookout Point
1937-02-01,778.83,Lookout Point
1937-02-02,778.83,Lookout Point
1937-02-03,778.83,Lookout Point
1937-02-04,778.89,Lookout Point
1937-02-05,779.34,Lookout Point
1937-02-06,779.38,Lookout Point
1937-02-07,779.38,Lookout Point
1937-02-08,779.38,Lookout Point
1937-02-09,779.38,Lookout Point
1937-02-10,779.38,Lookout Point
1937-02-11,779.38,Lookout Point
1937-02-12,780.48,Lookout Point
1937-02-13,781.9,Lookout Point
1937-02-14,782.85,Lookout Point
1937-02-15,783.56,Lookout Point
1937-02-16,784.24,Lookout Point
1937-02-17,785.08,Lookout Point
1937-02-18,786.81,Lookout Point
1937-02-19,787.93,Lookout Point
1937-02-20,788.56,Lookout Point
1937-02-21,789.01,Lookout Point
1937-02-22,789.67,Lookout Point
1937-02-23,790.35,Lookout Point
1937-02-24,791.26,Lookout Point
1937-02-25,792.37,Lookout Point
1937-02-26,793.41,Lookout Point
1937-02-27,794.32,Lookout Point
1937-02-28,795.24,Lookout Point
1937-03-01,796.81,Lookout Point
1937-03-02,800.98,Lookout Point
1937-03-03,804.11,Lookout Point
1937-03-04,806.9,Lookout Point
1937-03-05,810.17,Lookout Point
1937-03-06,813.75,Lookout Point
1937-03-07,816.87,Lookout Point
1937-03-08,820.32,Lookout Point
1937-03-09,824.43,Lookout Point
1937-03-10,828.46,Lookout Point
1937-03-11,832.06,Lookout Point
1937-03-12,835.59,Lookout Point
1937-03-13,839.14,Lookout Point
1937-03-14,842.7,Lookout Point
1937-03-15,845.83,Lookout Point
1937-03-16,848.43,Lookout Point
1937-03-17,850.86,Lookout Point
1937-03-18,852.93,Lookout Point
1937-03-19,854.75,Lookout Point
1937-03-20,856.25,Lookout Point
1937-03-21,857.61,Lookout Point
1937-03-22,858.81,Lookout Point
1937-03-23,859.88,Lookout Point
1937-03-24,860.9,Lookout Point
1937-03-25,861.89,Lookout Point
1937-03-26,862.81,Lookout Point
1937-03-27,863.78,Lookout Point
1937-03-28,864.78,Lookout Point
1937-03-29,865.72,Lookout Point
1937-03-30,866.69,Lookout Point
1937-03-31,868.04,Lookout Point
1937-04-01,870.8,Lookout Point
1937-04-02,873.38,Lookout Point
1937-04-03,875.4,Lookout Point
1937-04-04,877.26,Lookout Point
1937-04-05,879.23,Lookout Point
1937-04-06,881.1,Lookout Point
1937-04-07,882.77,Lookout Point
1937-04-08,884.28,Lookout Point
1937-04-09,885.96,Lookout Point
1937-04-10,887.75,Lookout Point
1937-04-11,889.65,Lookout Point
1937-04-12,891.3,Lookout Point
1937-04-13,894.51,Lookout Point
1937-04-14,902.31,Lookout Point
1937-04-15,909.43,Lookout Point
1937-04-16,911.92,Lookout Point
1937-04-17,912.53,Lookout Point
1937-04-18,913.13,Lookout Point
1937-04-19,913.74,Lookout Point
1937-04-20,914.34,Lookout Point
1937-04-21,914.95,Lookout Point
1937-04-22,915.58,Lookout Point
1937-04-23,916.21,Lookout Point
1937-04-24,916.84,Lookout Point
1937-04-25,917.48,Lookout Point
1937-04-26,918.11,Lookout Point
1937-04-27,918.74,Lookout Point
1937-04-28,919.37,Lookout Point
1937-04-29,920,Lookout Point
1937-04-30,920.59,Lookout Point
1937-05-01,921.18,Lookout Point
1937-05-02,921.77,Lookout Point
1937-05-03,922.37,Lookout Point
1937-05-04,922.96,Lookout Point
1937-05-05,923.55,Lookout Point
1937-05-06,924.14,Lookout Point
1937-05-07,924.76,Lookout Point
1937-05-08,925.38,Lookout Point
1937-05-09,926,Lookout Point
1937-05-10,926,Lookout Point
1937-05-11,926,Lookout Point
1937-05-12,926,Lookout Point
1937-05-13,926,Lookout Point
1937-05-14,926,Lookout Point
1937-05-15,926,Lookout Point
1937-05-16,926,Lookout Point
1937-05-17,926,Lookout Point
1937-05-18,926,Lookout Point
1937-05-19,926,Lookout Point
1937-05-20,926,Lookout Point
1937-05-21,926,Lookout Point
1937-05-22,926,Lookout Point
1937-05-23,926,Lookout Point
1937-05-24,926,Lookout Point
1937-05-25,926,Lookout Point
1937-05-26,926,Lookout Point
1937-05-27,926,Lookout Point
1937-05-28,926,Lookout Point
1937-05-29,926,Lookout Point
1937-05-30,925.09,Lookout Point
1937-05-31,924.09,Lookout Point
1937-06-01,923.09,Lookout Point
1937-06-02,922.09,Lookout Point
1937-06-03,921.09,Lookout Point
1937-06-04,920.09,Lookout Point
1937-06-05,919.09,Lookout Point
1937-06-06,918.09,Lookout Point
1937-06-07,917.09,Lookout Point
1937-06-08,916.09,Lookout Point
1937-06-09,915.09,Lookout Point
1937-06-10,914.09,Lookout Point
1937-06-11,913.09,Lookout Point
1937-06-12,912.09,Lookout Point
1937-06-13,911.09,Lookout Point
1937-06-14,910.09,Lookout Point
1937-06-15,909.09,Lookout Point
1937-06-16,908.09,Lookout Point
1937-06-17,907.09,Lookout Point
1937-06-18,906.09,Lookout Point
1937-06-19,905.09,Lookout Point
1937-06-20,905,Lookout Point
1937-06-21,904.68,Lookout Point
1937-06-22,903.68,Lookout Point
1937-06-23,902.65,Lookout Point
1937-06-24,901.65,Lookout Point
1937-06-25,900.65,Lookout Point
1937-06-26,899.65,Lookout Point
1937-06-27,898.65,Lookout Point
1937-06-28,897.65,Lookout Point
1937-06-29,896.65,Lookout Point
1937-06-30,895.65,Lookout Point
1937-07-01,894.65,Lookout Point
1937-07-02,893.65,Lookout Point
1937-07-03,892.65,Lookout Point
1937-07-04,891.65,Lookout Point
1937-07-05,890.65,Lookout Point
1937-07-06,889.65,Lookout Point
1937-07-07,888.65,Lookout Point
1937-07-08,887.65,Lookout Point
1937-07-09,886.65,Lookout Point
1937-07-10,885.65,Lookout Point
1937-07-11,884.65,Lookout Point
1937-07-12,883.65,Lookout Point
1937-07-13,882.65,Lookout Point
1937-07-14,881.65,Lookout Point
1937-07-15,880.65,Lookout Point
1937-07-16,879.65,Lookout Point
1937-07-17,878.65,Lookout Point
1937-07-18,877.65,Lookout Point
1937-07-19,876.65,Lookout Point
1937-07-20,875.65,Lookout Point
1937-07-21,874.65,Lookout Point
1937-07-22,873.65,Lookout Point
1937-07-23,872.65,Lookout Point
1937-07-24,871.65,Lookout Point
1937-07-25,870.65,Lookout Point
1937-07-26,869.65,Lookout Point
1937-07-27,868.65,Lookout Point
1937-07-28,867.65,Lookout Point
1937-07-29,866.65,Lookout Point
1937-07-30,865.65,Lookout Point
1937-07-31,864.65,Lookout Point
1937-08-01,863.65,Lookout Point
1937-08-02,862.65,Lookout Point
1937-08-03,861.65,Lookout Point
1937-08-04,860.65,Lookout Point
1937-08-05,859.65,Lookout Point
1937-08-06,858.65,Lookout Point
1937-08-07,857.65,Lookout Point
1937-08-08,856.65,Lookout Point
1937-08-09,855.65,Lookout Point
1937-08-10,854.65,Lookout Point
1937-08-11,853.65,Lookout Point
1937-08-12,852.65,Lookout Point
1937-08-13,851.65,Lookout Point
1937-08-14,850.65,Lookout Point
1937-08-15,849.65,Lookout Point
1937-08-16,848.65,Lookout Point
1937-08-17,847.65,Lookout Point
1937-08-18,846.65,Lookout Point
1937-08-19,845.65,Lookout Point
1937-08-20,844.65,Lookout Point
1937-08-21,843.65,Lookout Point
1937-08-22,842.65,Lookout Point
1937-08-23,841.65,Lookout Point
1937-08-24,840.65,Lookout Point
1937-08-25,839.65,Lookout Point
1937-08-26,838.65,Lookout Point
1937-08-27,837.65,Lookout Point
1937-08-28,836.65,Lookout Point
1937-08-29,835.65,Lookout Point
1937-08-30,834.65,Lookout Point
1937-08-31,833.65,Lookout Point
1937-09-01,832.65,Lookout Point
1937-09-02,831.65,Lookout Point
1937-09-03,830.65,Lookout Point
1937-09-04,829.65,Lookout Point
1937-09-05,828.65,Lookout Point
1937-09-06,827.65,Lookout Point
1937-09-07,826.65,Lookout Point
1937-09-08,825.65,Lookout Point
1937-09-09,824.65,Lookout Point
1937-09-10,823.65,Lookout Point
1937-09-11,822.65,Lookout Point
1937-09-12,821.65,Lookout Point
1937-09-13,820.65,Lookout Point
1937-09-14,819.65,Lookout Point
1937-09-15,818.65,Lookout Point
1937-09-16,817.65,Lookout Point
1937-09-17,816.65,Lookout Point
1937-09-18,815.65,Lookout Point
1937-09-19,814.65,Lookout Point
1937-09-20,813.65,Lookout Point
1937-09-21,812.65,Lookout Point
1937-09-22,811.65,Lookout Point
1937-09-23,810.65,Lookout Point
1937-09-24,809.65,Lookout Point
1937-09-25,808.65,Lookout Point
1937-09-26,807.65,Lookout Point
1937-09-27,806.65,Lookout Point
1937-09-28,805.65,Lookout Point
1937-09-29,804.65,Lookout Point
1937-09-30,803.65,Lookout Point
1937-10-01,802.65,Lookout Point
1937-10-02,801.65,Lookout Point
1937-10-03,800.65,Lookout Point
1937-10-04,799.65,Lookout Point
1937-10-05,798.65,Lookout Point
1937-10-06,797.65,Lookout Point
1937-10-07,796.65,Lookout Point
1937-10-08,795.65,Lookout Point
1937-10-09,794.65,Lookout Point
1937-10-10,793.65,Lookout Point
1937-10-11,792.65,Lookout Point
1937-10-12,791.65,Lookout Point
1937-10-13,790.65,Lookout Point
1937-10-14,789.65,Lookout Point
1937-10-15,788.65,Lookout Point
1937-10-16,787.65,Lookout Point
1937-10-17,788.84,Lookout Point
1937-10-18,788.43,Lookout Point
1937-10-19,787.43,Lookout Point
1937-10-20,786.43,Lookout Point
1937-10-21,785.43,Lookout Point
1937-10-22,784.43,Lookout Point
1937-10-23,783.43,Lookout Point
1937-10-24,782.43,Lookout Point
1937-10-25,781.43,Lookout Point
1937-10-26,780.43,Lookout Point
1937-10-27,779.43,Lookout Point
1937-10-28,778.43,Lookout Point
1937-10-29,777.43,Lookout Point
1937-10-30,776.43,Lookout Point
1937-10-31,775.43,Lookout Point
1937-11-01,774.43,Lookout Point
1937-11-02,773.43,Lookout Point
1937-11-03,772.43,Lookout Point
1937-11-04,771.43,Lookout Point
1937-11-05,770.43,Lookout Point
1937-11-06,769.43,Lookout Point
1937-11-07,768.43,Lookout Point
1937-11-08,767.43,Lookout Point
1937-11-09,766.43,Lookout Point
1937-11-10,765.43,Lookout Point
1937-11-11,766.34,Lookout Point
1937-11-12,765.63,Lookout Point
1937-11-13,764.63,Lookout Point
1937-11-14,763.63,Lookout Point
1937-11-15,763.13,Lookout Point
1937-11-16,762.13,Lookout Point
1937-11-17,761.13,Lookout Point
1937-11-18,760.13,Lookout Point
1937-11-19,763.23,Lookout Point
1937-11-20,769.02,Lookout Point
1937-11-21,771.42,Lookout Point
1937-11-22,770.42,Lookout Point
1937-11-23,769.42,Lookout Point
