Quantile Sample at AEP = 0.1
9.604033152
9.44258506
9.582514124
9.411503348
9.402747435
9.761263637
10.01700675
9.736542717
9.976415249
9.394906171
9.75446568
9.442678183
9.41367551
9.481383673
9.536371485
9.317638691
9.936506012
9.040945445
9.649887167
9.538871425
9.583380796
9.723453317
9.741874674
9.689091331
9.313554996
9.458409364
9.523325685
9.277149566
9.517545906
10.18254254
9.831241215
9.369965726
9.439149748
9.693004428
9.857081746
9.924689436
9.834784247
9.906949024
9.239681092
9.472896076
9.482482261
9.928068208
9.850630696
9.66503637
10.00337438
9.514091007
9.238852177
9.733995956
9.596866065
9.950423868
9.591457366
9.657377948
9.858509737
9.589495194
9.282167203
9.695829884
9.996591453
9.549501555
9.790152187
9.594162713
9.789026694
9.671380055
9.653901229
9.744759841
9.652946069
9.617962809
9.548534013
10.19207306
9.341785162
9.837668152
9.678821335
9.90526639
9.637262044
9.810600272
9.586234699
10.01021313
9.667113704
9.782757376
9.633827888
9.787204855
9.50152001
10.20243935
9.688378625
9.555934999
9.565373105
9.636921408
9.181276181
9.834964843
9.479744994
9.939763772
10.03940391
8.94538806
9.610217714
9.590446915
9.718882147
9.491357336
9.405890154
9.839121303
9.368359889
9.789747385
9.377620124
9.619741514
9.413545156
10.13420464
9.769657687
9.563204789
9.930303375
9.891100529
9.410628522
9.705191245
9.499742279
9.885999792
9.637237346
9.768489577
9.513011436
10.08716193
9.735599977
9.825258348
9.714407866
9.807931153
10.12614342
9.933048836
9.617877709
9.554095938
9.616566924
9.424834107
9.644129918
9.910332736
10.06634384
9.598795078
9.789129476
10.08217983
9.659140365
9.485419855
9.626899311
9.745958304
9.867015965
9.602591284
9.380483495
9.636056948
9.752409635
9.940169704
9.665629752
9.637946805
9.756581647
9.652101219
9.641706956
9.386274025
10.00144415
9.468188434
9.467139763
9.624213326
9.745762356
9.912085176
9.878135121
9.753605541
9.648093446
9.206838823
9.718035997
9.456545355
9.762906758
9.527659381
9.839274998
9.608244623
9.349971352
9.919397241
9.87372731
9.88557408
9.684420919
9.491327107
9.586720685
9.94301101
9.875472183
