Percent_Time_Exceedance,Elev_ft_88,Project,Operations
96.856,"1,455.50",Cougar,Observed
96.861,"1,455.50",Cougar,Observed
96.866,"1,455.50",Cougar,Observed
96.872,"1,455.40",Cougar,Observed
96.877,"1,455.40",Cougar,Observed
96.883,"1,455.40",Cougar,Observed
96.888,"1,455.40",Cougar,Observed
96.893,"1,455.40",Cougar,Observed
96.899,"1,455.40",Cougar,Observed
96.904,"1,455.40",Cougar,Observed
96.91,"1,455.40",Cougar,Observed
96.915,"1,455.40",Cougar,Observed
96.92,"1,455.40",Cougar,Observed
96.926,"1,455.40",Cougar,Observed
96.931,"1,455.40",Cougar,Observed
96.937,"1,455.40",Cougar,Observed
96.942,"1,455.40",Cougar,Observed
96.947,"1,455.40",Cougar,Observed
96.953,"1,455.40",Cougar,Observed
96.958,"1,455.40",Cougar,Observed
96.964,"1,455.40",Cougar,Observed
96.969,"1,455.40",Cougar,Observed
96.974,"1,455.40",Cougar,Observed
96.98,"1,455.40",Cougar,Observed
96.985,"1,455.40",Cougar,Observed
96.991,"1,455.40",Cougar,Observed
96.996,"1,455.40",Cougar,Observed
97.001,"1,455.40",Cougar,Observed
97.007,"1,455.40",Cougar,Observed
97.012,"1,455.40",Cougar,Observed
97.018,"1,455.40",Cougar,Observed
97.023,"1,455.40",Cougar,Observed
97.028,"1,455.40",Cougar,Observed
97.034,"1,455.30",Cougar,Observed
97.039,"1,455.30",Cougar,Observed
97.045,"1,455.30",Cougar,Observed
97.05,"1,455.30",Cougar,Observed
97.055,"1,455.30",Cougar,Observed
97.061,"1,455.30",Cougar,Observed
97.066,"1,455.30",Cougar,Observed
97.072,"1,455.30",Cougar,Observed
97.077,"1,455.30",Cougar,Observed
97.082,"1,455.30",Cougar,Observed
97.088,"1,455.30",Cougar,Observed
97.093,"1,455.30",Cougar,Observed
97.099,"1,455.30",Cougar,Observed
97.104,"1,455.30",Cougar,Observed
97.11,"1,455.30",Cougar,Observed
97.115,"1,455.30",Cougar,Observed
97.12,"1,455.30",Cougar,Observed
97.126,"1,455.30",Cougar,Observed
97.131,"1,455.30",Cougar,Observed
97.137,"1,455.30",Cougar,Observed
97.142,"1,455.30",Cougar,Observed
97.147,"1,455.30",Cougar,Observed
97.153,"1,455.30",Cougar,Observed
97.158,"1,455.30",Cougar,Observed
97.164,"1,455.30",Cougar,Observed
97.169,"1,455.30",Cougar,Observed
97.174,"1,455.30",Cougar,Observed
97.18,"1,455.30",Cougar,Observed
97.185,"1,455.30",Cougar,Observed
97.191,"1,455.20",Cougar,Observed
97.196,"1,455.20",Cougar,Observed
97.201,"1,455.20",Cougar,Observed
97.207,"1,455.20",Cougar,Observed
97.212,"1,455.20",Cougar,Observed
97.218,"1,455.20",Cougar,Observed
97.223,"1,455.20",Cougar,Observed
97.228,"1,455.20",Cougar,Observed
97.234,"1,455.20",Cougar,Observed
97.239,"1,455.20",Cougar,Observed
97.245,"1,455.20",Cougar,Observed
97.25,"1,455.20",Cougar,Observed
97.255,"1,455.20",Cougar,Observed
97.261,"1,455.20",Cougar,Observed
97.266,"1,455.20",Cougar,Observed
97.272,"1,455.20",Cougar,Observed
97.277,"1,455.20",Cougar,Observed
97.282,"1,455.20",Cougar,Observed
97.288,"1,455.20",Cougar,Observed
97.293,"1,455.20",Cougar,Observed
97.299,"1,455.20",Cougar,Observed
97.304,"1,455.20",Cougar,Observed
97.309,"1,455.20",Cougar,Observed
97.315,"1,455.20",Cougar,Observed
97.32,"1,455.20",Cougar,Observed
97.326,"1,455.20",Cougar,Observed
97.331,"1,455.20",Cougar,Observed
97.336,"1,455.20",Cougar,Observed
97.342,"1,455.20",Cougar,Observed
97.347,"1,455.20",Cougar,Observed
97.353,"1,455.20",Cougar,Observed
97.358,"1,455.20",Cougar,Observed
97.363,"1,455.20",Cougar,Observed
97.369,"1,455.20",Cougar,Observed
97.374,"1,455.20",Cougar,Observed
97.38,"1,455.10",Cougar,Observed
97.385,"1,455.10",Cougar,Observed
97.39,"1,455.10",Cougar,Observed
97.396,"1,455.10",Cougar,Observed
97.401,"1,455.10",Cougar,Observed
97.407,"1,455.10",Cougar,Observed
97.412,"1,455.10",Cougar,Observed
97.417,"1,455.10",Cougar,Observed
97.423,"1,455.10",Cougar,Observed
97.428,"1,455.10",Cougar,Observed
97.434,"1,455.10",Cougar,Observed
97.439,"1,455.10",Cougar,Observed
97.444,"1,455.10",Cougar,Observed
97.45,"1,455.10",Cougar,Observed
97.455,"1,455.10",Cougar,Observed
97.461,"1,455.10",Cougar,Observed
97.466,"1,455.10",Cougar,Observed
97.471,"1,455.10",Cougar,Observed
97.477,"1,455.10",Cougar,Observed
97.482,"1,455.10",Cougar,Observed
97.488,"1,455.10",Cougar,Observed
97.493,"1,455.10",Cougar,Observed
97.499,"1,455.10",Cougar,Observed
97.504,"1,455.10",Cougar,Observed
97.509,"1,455.10",Cougar,Observed
97.515,"1,455.10",Cougar,Observed
97.52,"1,455.10",Cougar,Observed
97.526,"1,455.10",Cougar,Observed
97.531,"1,455.10",Cougar,Observed
97.536,"1,455.10",Cougar,Observed
97.542,"1,455.10",Cougar,Observed
97.547,"1,455.10",Cougar,Observed
97.553,"1,455.10",Cougar,Observed
97.558,"1,455.10",Cougar,Observed
97.563,"1,455.10",Cougar,Observed
97.569,"1,455.10",Cougar,Observed
97.574,"1,455.00",Cougar,Observed
97.58,"1,455.00",Cougar,Observed
97.585,"1,455.00",Cougar,Observed
97.59,"1,455.00",Cougar,Observed
97.596,"1,455.00",Cougar,Observed
97.601,"1,455.00",Cougar,Observed
97.607,"1,455.00",Cougar,Observed
97.612,"1,455.00",Cougar,Observed
97.617,"1,455.00",Cougar,Observed
97.623,"1,455.00",Cougar,Observed
97.628,"1,455.00",Cougar,Observed
97.634,"1,455.00",Cougar,Observed
97.639,"1,455.00",Cougar,Observed
97.644,"1,455.00",Cougar,Observed
97.65,"1,455.00",Cougar,Observed
97.655,"1,455.00",Cougar,Observed
97.661,"1,455.00",Cougar,Observed
97.666,"1,455.00",Cougar,Observed
97.671,"1,455.00",Cougar,Observed
97.677,"1,455.00",Cougar,Observed
97.682,"1,455.00",Cougar,Observed
97.688,"1,455.00",Cougar,Observed
97.693,"1,455.00",Cougar,Observed
97.698,"1,455.00",Cougar,Observed
97.704,"1,455.00",Cougar,Observed
97.709,"1,455.00",Cougar,Observed
97.715,"1,455.00",Cougar,Observed
97.72,"1,455.00",Cougar,Observed
97.725,"1,455.00",Cougar,Observed
97.731,"1,455.00",Cougar,Observed
97.736,"1,455.00",Cougar,Observed
97.742,"1,455.00",Cougar,Observed
97.747,"1,455.00",Cougar,Observed
97.752,"1,455.00",Cougar,Observed
97.758,"1,455.00",Cougar,Observed
97.763,"1,455.00",Cougar,Observed
97.769,"1,455.00",Cougar,Observed
97.774,"1,455.00",Cougar,Observed
97.779,"1,455.00",Cougar,Observed
97.785,"1,455.00",Cougar,Observed
97.79,"1,455.00",Cougar,Observed
97.796,"1,455.00",Cougar,Observed
97.801,"1,455.00",Cougar,Observed
97.806,"1,455.00",Cougar,Observed
97.812,"1,455.00",Cougar,Observed
97.817,"1,455.00",Cougar,Observed
97.823,"1,454.90",Cougar,Observed
97.828,"1,454.90",Cougar,Observed
97.833,"1,454.90",Cougar,Observed
97.839,"1,454.90",Cougar,Observed
97.844,"1,454.90",Cougar,Observed
97.85,"1,454.90",Cougar,Observed
97.855,"1,454.90",Cougar,Observed
97.86,"1,454.90",Cougar,Observed
97.866,"1,454.90",Cougar,Observed
97.871,"1,454.90",Cougar,Observed
97.877,"1,454.90",Cougar,Observed
97.882,"1,454.90",Cougar,Observed
97.888,"1,454.90",Cougar,Observed
97.893,"1,454.90",Cougar,Observed
97.898,"1,454.90",Cougar,Observed
97.904,"1,454.90",Cougar,Observed
97.909,"1,454.90",Cougar,Observed
97.915,"1,454.90",Cougar,Observed
97.92,"1,454.90",Cougar,Observed
97.925,"1,454.90",Cougar,Observed
97.931,"1,454.90",Cougar,Observed
97.936,"1,454.90",Cougar,Observed
97.942,"1,454.90",Cougar,Observed
97.947,"1,454.90",Cougar,Observed
97.952,"1,454.90",Cougar,Observed
97.958,"1,454.90",Cougar,Observed
97.963,"1,454.90",Cougar,Observed
97.969,"1,454.90",Cougar,Observed
97.974,"1,454.90",Cougar,Observed
97.979,"1,454.90",Cougar,Observed
97.985,"1,454.90",Cougar,Observed
97.99,"1,454.90",Cougar,Observed
97.996,"1,454.90",Cougar,Observed
98.001,"1,454.90",Cougar,Observed
98.006,"1,454.90",Cougar,Observed
98.012,"1,454.90",Cougar,Observed
98.017,"1,454.90",Cougar,Observed
98.023,"1,454.90",Cougar,Observed
98.028,"1,454.90",Cougar,Observed
98.033,"1,454.90",Cougar,Observed
98.039,"1,454.90",Cougar,Observed
98.044,"1,454.90",Cougar,Observed
98.05,"1,454.90",Cougar,Observed
98.055,"1,454.80",Cougar,Observed
98.06,"1,454.80",Cougar,Observed
98.066,"1,454.80",Cougar,Observed
98.071,"1,454.80",Cougar,Observed
98.077,"1,454.80",Cougar,Observed
98.082,"1,454.80",Cougar,Observed
98.087,"1,454.80",Cougar,Observed
98.093,"1,454.80",Cougar,Observed
98.098,"1,454.80",Cougar,Observed
98.104,"1,454.80",Cougar,Observed
98.109,"1,454.80",Cougar,Observed
98.114,"1,454.80",Cougar,Observed
98.12,"1,454.80",Cougar,Observed
98.125,"1,454.80",Cougar,Observed
98.131,"1,454.80",Cougar,Observed
98.136,"1,454.80",Cougar,Observed
98.141,"1,454.80",Cougar,Observed
98.147,"1,454.80",Cougar,Observed
98.152,"1,454.80",Cougar,Observed
98.158,"1,454.80",Cougar,Observed
98.163,"1,454.80",Cougar,Observed
98.168,"1,454.80",Cougar,Observed
98.174,"1,454.80",Cougar,Observed
98.179,"1,454.80",Cougar,Observed
98.185,"1,454.80",Cougar,Observed
98.19,"1,454.80",Cougar,Observed
98.195,"1,454.80",Cougar,Observed
98.201,"1,454.80",Cougar,Observed
98.206,"1,454.70",Cougar,Observed
98.212,"1,454.70",Cougar,Observed
98.217,"1,454.70",Cougar,Observed
98.222,"1,454.70",Cougar,Observed
98.228,"1,454.70",Cougar,Observed
98.233,"1,454.70",Cougar,Observed
98.239,"1,454.70",Cougar,Observed
98.244,"1,454.70",Cougar,Observed
98.249,"1,454.70",Cougar,Observed
98.255,"1,454.70",Cougar,Observed
98.26,"1,454.70",Cougar,Observed
98.266,"1,454.70",Cougar,Observed
98.271,"1,454.70",Cougar,Observed
98.277,"1,454.70",Cougar,Observed
98.282,"1,454.70",Cougar,Observed
98.287,"1,454.70",Cougar,Observed
98.293,"1,454.70",Cougar,Observed
98.298,"1,454.70",Cougar,Observed
98.304,"1,454.70",Cougar,Observed
98.309,"1,454.70",Cougar,Observed
98.314,"1,454.70",Cougar,Observed
98.32,"1,454.70",Cougar,Observed
98.325,"1,454.70",Cougar,Observed
98.331,"1,454.70",Cougar,Observed
98.336,"1,454.70",Cougar,Observed
98.341,"1,454.70",Cougar,Observed
98.347,"1,454.70",Cougar,Observed
98.352,"1,454.70",Cougar,Observed
98.358,"1,454.70",Cougar,Observed
98.363,"1,454.70",Cougar,Observed
98.368,"1,454.60",Cougar,Observed
98.374,"1,454.60",Cougar,Observed
98.379,"1,454.60",Cougar,Observed
98.385,"1,454.60",Cougar,Observed
98.39,"1,454.60",Cougar,Observed
98.395,"1,454.60",Cougar,Observed
98.401,"1,454.60",Cougar,Observed
98.406,"1,454.60",Cougar,Observed
98.412,"1,454.60",Cougar,Observed
98.417,"1,454.60",Cougar,Observed
98.422,"1,454.60",Cougar,Observed
98.428,"1,454.60",Cougar,Observed
98.433,"1,454.60",Cougar,Observed
98.439,"1,454.60",Cougar,Observed
98.444,"1,454.60",Cougar,Observed
98.449,"1,454.60",Cougar,Observed
98.455,"1,454.60",Cougar,Observed
98.46,"1,454.50",Cougar,Observed
98.466,"1,454.50",Cougar,Observed
98.471,"1,454.50",Cougar,Observed
98.476,"1,454.50",Cougar,Observed
98.482,"1,454.50",Cougar,Observed
98.487,"1,454.50",Cougar,Observed
98.493,"1,454.50",Cougar,Observed
98.498,"1,454.50",Cougar,Observed
98.503,"1,454.40",Cougar,Observed
98.509,"1,454.40",Cougar,Observed
98.514,"1,454.40",Cougar,Observed
98.52,"1,454.40",Cougar,Observed
98.525,"1,454.40",Cougar,Observed
98.53,"1,454.40",Cougar,Observed
98.536,"1,454.30",Cougar,Observed
98.541,"1,454.30",Cougar,Observed
98.547,"1,454.30",Cougar,Observed
98.552,"1,454.20",Cougar,Observed
98.557,"1,454.10",Cougar,Observed
98.563,"1,451.80",Cougar,Observed
98.568,"1,447.60",Cougar,Observed
98.574,"1,444.70",Cougar,Observed
98.579,"1,441.90",Cougar,Observed
98.584,"1,439.20",Cougar,Observed
98.59,"1,435.10",Cougar,Observed
98.595,"1,433.50",Cougar,Observed
98.601,"1,430.70",Cougar,Observed
98.606,"1,426.90",Cougar,Observed
98.611,"1,424.90",Cougar,Observed
98.617,"1,424.10",Cougar,Observed
98.622,"1,421.70",Cougar,Observed
98.628,"1,418.60",Cougar,Observed
98.633,"1,416.80",Cougar,Observed
98.638,"1,415.70",Cougar,Observed
98.644,"1,415.10",Cougar,Observed
98.649,"1,414.10",Cougar,Observed
98.655,"1,414.00",Cougar,Observed
98.66,"1,413.50",Cougar,Observed
98.666,"1,412.80",Cougar,Observed
98.671,"1,412.60",Cougar,Observed
98.676,"1,410.30",Cougar,Observed
98.682,"1,409.80",Cougar,Observed
98.687,"1,409.10",Cougar,Observed
98.693,"1,408.60",Cougar,Observed
98.698,"1,408.50",Cougar,Observed
98.703,"1,408.10",Cougar,Observed
98.709,"1,407.70",Cougar,Observed
98.714,"1,407.40",Cougar,Observed
98.72,"1,407.20",Cougar,Observed
98.725,"1,407.00",Cougar,Observed
98.73,"1,406.80",Cougar,Observed
98.736,"1,406.70",Cougar,Observed
98.741,"1,406.50",Cougar,Observed
98.747,"1,406.50",Cougar,Observed
98.752,"1,406.30",Cougar,Observed
98.757,"1,406.20",Cougar,Observed
98.763,"1,405.90",Cougar,Observed
98.768,"1,405.80",Cougar,Observed
98.774,"1,405.80",Cougar,Observed
98.779,"1,405.50",Cougar,Observed
98.784,"1,405.40",Cougar,Observed
98.79,"1,405.40",Cougar,Observed
98.795,"1,405.30",Cougar,Observed
98.801,"1,405.30",Cougar,Observed
98.806,"1,405.30",Cougar,Observed
98.811,"1,405.20",Cougar,Observed
98.817,"1,405.20",Cougar,Observed
98.822,"1,405.20",Cougar,Observed
98.828,"1,405.10",Cougar,Observed
98.833,"1,405.10",Cougar,Observed
98.838,"1,405.10",Cougar,Observed
98.844,"1,405.10",Cougar,Observed
98.849,"1,405.10",Cougar,Observed
98.855,"1,405.00",Cougar,Observed
98.86,"1,405.00",Cougar,Observed
98.865,"1,405.00",Cougar,Observed
98.871,"1,404.90",Cougar,Observed
98.876,"1,404.90",Cougar,Observed
98.882,"1,404.90",Cougar,Observed
98.887,"1,404.90",Cougar,Observed
98.892,"1,404.80",Cougar,Observed
98.898,"1,404.80",Cougar,Observed
98.903,"1,404.80",Cougar,Observed
98.909,"1,404.80",Cougar,Observed
98.914,"1,404.80",Cougar,Observed
98.919,"1,404.80",Cougar,Observed
98.925,"1,404.80",Cougar,Observed
98.93,"1,404.70",Cougar,Observed
98.936,"1,404.70",Cougar,Observed
98.941,"1,404.70",Cougar,Observed
98.946,"1,404.70",Cougar,Observed
98.952,"1,404.70",Cougar,Observed
98.957,"1,404.70",Cougar,Observed
98.963,"1,404.70",Cougar,Observed
98.968,"1,404.70",Cougar,Observed
98.973,"1,404.60",Cougar,Observed
98.979,"1,404.60",Cougar,Observed
98.984,"1,404.60",Cougar,Observed
98.99,"1,404.60",Cougar,Observed
98.995,"1,404.60",Cougar,Observed
99,"1,404.60",Cougar,Observed
99.006,"1,404.60",Cougar,Observed
99.011,"1,404.50",Cougar,Observed
99.017,"1,404.50",Cougar,Observed
99.022,"1,404.50",Cougar,Observed
99.027,"1,404.50",Cougar,Observed
99.033,"1,404.50",Cougar,Observed
99.038,"1,404.50",Cougar,Observed
99.044,"1,404.50",Cougar,Observed
99.049,"1,404.50",Cougar,Observed
99.055,"1,404.50",Cougar,Observed
99.06,"1,404.50",Cougar,Observed
99.065,"1,404.50",Cougar,Observed
99.071,"1,404.40",Cougar,Observed
99.076,"1,404.40",Cougar,Observed
99.082,"1,404.40",Cougar,Observed
99.087,"1,404.40",Cougar,Observed
99.092,"1,404.30",Cougar,Observed
99.098,"1,404.30",Cougar,Observed
99.103,"1,404.30",Cougar,Observed
99.109,"1,404.30",Cougar,Observed
99.114,"1,404.30",Cougar,Observed
99.119,"1,404.30",Cougar,Observed
99.125,"1,404.30",Cougar,Observed
99.13,"1,404.30",Cougar,Observed
99.136,"1,404.30",Cougar,Observed
99.141,"1,404.30",Cougar,Observed
99.146,"1,404.20",Cougar,Observed
99.152,"1,404.20",Cougar,Observed
99.157,"1,404.20",Cougar,Observed
99.163,"1,404.20",Cougar,Observed
99.168,"1,404.20",Cougar,Observed
99.173,"1,404.20",Cougar,Observed
99.179,"1,404.20",Cougar,Observed
99.184,"1,404.20",Cougar,Observed
99.19,"1,404.20",Cougar,Observed
99.195,"1,404.20",Cougar,Observed
99.2,"1,404.20",Cougar,Observed
99.206,"1,404.20",Cougar,Observed
99.211,"1,404.20",Cougar,Observed
99.217,"1,404.20",Cougar,Observed
99.222,"1,404.20",Cougar,Observed
99.227,"1,404.10",Cougar,Observed
99.233,"1,404.10",Cougar,Observed
99.238,"1,404.10",Cougar,Observed
99.244,"1,404.10",Cougar,Observed
99.249,"1,404.10",Cougar,Observed
99.254,"1,404.10",Cougar,Observed
99.26,"1,404.10",Cougar,Observed
99.265,"1,404.10",Cougar,Observed
99.271,"1,404.10",Cougar,Observed
99.276,"1,404.10",Cougar,Observed
99.281,"1,404.10",Cougar,Observed
99.287,"1,404.10",Cougar,Observed
99.292,"1,404.10",Cougar,Observed
99.298,"1,404.10",Cougar,Observed
99.303,"1,404.10",Cougar,Observed
99.308,"1,404.10",Cougar,Observed
99.314,"1,404.10",Cougar,Observed
99.319,"1,404.10",Cougar,Observed
99.325,"1,404.00",Cougar,Observed
99.33,"1,404.00",Cougar,Observed
99.335,"1,404.00",Cougar,Observed
99.341,"1,404.00",Cougar,Observed
99.346,"1,404.00",Cougar,Observed
99.352,"1,404.00",Cougar,Observed
99.357,"1,404.00",Cougar,Observed
99.362,"1,404.00",Cougar,Observed
99.368,"1,404.00",Cougar,Observed
99.373,"1,404.00",Cougar,Observed
99.379,"1,404.00",Cougar,Observed
99.384,"1,404.00",Cougar,Observed
99.389,"1,404.00",Cougar,Observed
99.395,"1,404.00",Cougar,Observed
99.4,"1,404.00",Cougar,Observed
99.406,"1,404.00",Cougar,Observed
99.411,"1,404.00",Cougar,Observed
99.416,"1,404.00",Cougar,Observed
99.422,"1,404.00",Cougar,Observed
99.427,"1,404.00",Cougar,Observed
99.433,"1,404.00",Cougar,Observed
99.438,"1,404.00",Cougar,Observed
99.444,"1,404.00",Cougar,Observed
99.449,"1,404.00",Cougar,Observed
99.454,"1,403.90",Cougar,Observed
99.46,"1,403.90",Cougar,Observed
99.465,"1,403.90",Cougar,Observed
99.471,"1,403.90",Cougar,Observed
99.476,"1,403.90",Cougar,Observed
99.481,"1,403.90",Cougar,Observed
99.487,"1,403.90",Cougar,Observed
99.492,"1,403.90",Cougar,Observed
99.498,"1,403.90",Cougar,Observed
99.503,"1,403.90",Cougar,Observed
99.508,"1,403.90",Cougar,Observed
99.514,"1,403.90",Cougar,Observed
99.519,"1,403.90",Cougar,Observed
99.525,"1,403.90",Cougar,Observed
99.53,"1,403.90",Cougar,Observed
99.535,"1,403.90",Cougar,Observed
99.541,"1,403.90",Cougar,Observed
99.546,"1,403.90",Cougar,Observed
99.552,"1,403.90",Cougar,Observed
99.557,"1,403.90",Cougar,Observed
99.562,"1,403.90",Cougar,Observed
99.568,"1,403.90",Cougar,Observed
99.573,"1,403.90",Cougar,Observed
99.579,"1,403.90",Cougar,Observed
99.584,"1,403.90",Cougar,Observed
99.589,"1,403.90",Cougar,Observed
99.595,"1,403.90",Cougar,Observed
99.6,"1,403.90",Cougar,Observed
99.606,"1,403.90",Cougar,Observed
99.611,"1,403.90",Cougar,Observed
99.616,"1,403.90",Cougar,Observed
99.622,"1,403.80",Cougar,Observed
99.627,"1,403.80",Cougar,Observed
99.633,"1,403.80",Cougar,Observed
99.638,"1,403.80",Cougar,Observed
99.643,"1,403.80",Cougar,Observed
99.649,"1,403.80",Cougar,Observed
99.654,"1,403.80",Cougar,Observed
99.66,"1,403.80",Cougar,Observed
99.665,"1,403.80",Cougar,Observed
99.67,"1,403.80",Cougar,Observed
99.676,"1,403.80",Cougar,Observed
99.681,"1,403.80",Cougar,Observed
99.687,"1,403.80",Cougar,Observed
99.692,"1,403.80",Cougar,Observed
99.697,"1,403.80",Cougar,Observed
99.703,"1,403.80",Cougar,Observed
99.708,"1,403.80",Cougar,Observed
99.714,"1,403.80",Cougar,Observed
99.719,"1,403.80",Cougar,Observed
99.724,"1,403.80",Cougar,Observed
99.73,"1,403.80",Cougar,Observed
99.735,"1,403.80",Cougar,Observed
99.741,"1,403.80",Cougar,Observed
99.746,"1,403.80",Cougar,Observed
99.751,"1,403.80",Cougar,Observed
99.757,"1,403.80",Cougar,Observed
99.762,"1,403.80",Cougar,Observed
99.768,"1,403.80",Cougar,Observed
99.773,"1,403.80",Cougar,Observed
99.778,"1,403.70",Cougar,Observed
99.784,"1,403.70",Cougar,Observed
99.789,"1,403.70",Cougar,Observed
99.795,"1,403.70",Cougar,Observed
99.8,"1,403.70",Cougar,Observed
99.805,"1,403.70",Cougar,Observed
99.811,"1,403.70",Cougar,Observed
99.816,"1,403.70",Cougar,Observed
99.822,"1,403.70",Cougar,Observed
99.827,"1,403.70",Cougar,Observed
99.833,"1,403.70",Cougar,Observed
99.838,"1,403.70",Cougar,Observed
99.843,"1,403.70",Cougar,Observed
99.849,"1,403.70",Cougar,Observed
99.854,"1,403.70",Cougar,Observed
99.86,"1,403.70",Cougar,Observed
99.865,"1,403.70",Cougar,Observed
99.87,"1,403.70",Cougar,Observed
99.876,"1,403.70",Cougar,Observed
99.881,"1,403.70",Cougar,Observed
99.887,"1,403.70",Cougar,Observed
99.892,"1,403.60",Cougar,Observed
99.897,"1,403.60",Cougar,Observed
99.903,"1,403.60",Cougar,Observed
99.908,"1,403.60",Cougar,Observed
99.914,"1,403.60",Cougar,Observed
99.919,"1,403.60",Cougar,Observed
99.924,"1,403.60",Cougar,Observed
99.93,"1,403.60",Cougar,Observed
99.935,"1,403.60",Cougar,Observed
99.941,"1,403.60",Cougar,Observed
99.946,"1,403.60",Cougar,Observed
99.951,"1,403.60",Cougar,Observed
99.957,"1,403.60",Cougar,Observed
99.962,"1,403.60",Cougar,Observed
99.968,"1,403.50",Cougar,Observed
99.973,"1,403.50",Cougar,Observed
99.978,"1,403.50",Cougar,Observed
99.984,"1,403.50",Cougar,Observed
99.989,"1,403.20",Cougar,Observed
99.995,"1,402.80",Cougar,Observed
0.0032593,"1,694.40",Cougar,ResSim - Near Term
0.0065187,"1,694.40",Cougar,ResSim - Near Term
0.009778,"1,694.40",Cougar,ResSim - Near Term
0.0130374,"1,694.40",Cougar,ResSim - Near Term
0.0162967,"1,694.40",Cougar,ResSim - Near Term
0.0195561,"1,693.70",Cougar,ResSim - Near Term
0.0228154,"1,693.40",Cougar,ResSim - Near Term
0.0260748,"1,693.10",Cougar,ResSim - Near Term
0.0293341,"1,692.40",Cougar,ResSim - Near Term
0.0325935,"1,692.40",Cougar,ResSim - Near Term
0.0358528,"1,692.10",Cougar,ResSim - Near Term
0.0391122,"1,691.80",Cougar,ResSim - Near Term
0.0423715,"1,691.80",Cougar,ResSim - Near Term
0.0456308,"1,691.40",Cougar,ResSim - Near Term
0.0488902,"1,691.10",Cougar,ResSim - Near Term
0.0521495,"1,691.10",Cougar,ResSim - Near Term
0.0554089,"1,690.80",Cougar,ResSim - Near Term
0.0586682,"1,690.50",Cougar,ResSim - Near Term
0.0619276,"1,690.50",Cougar,ResSim - Near Term
0.0651869,"1,690.50",Cougar,ResSim - Near Term
0.0684463,"1,690.30",Cougar,ResSim - Near Term
0.0717056,"1,690.00",Cougar,ResSim - Near Term
0.074965,"1,689.80",Cougar,ResSim - Near Term
0.0782243,"1,689.80",Cougar,ResSim - Near Term
0.0814837,"1,689.80",Cougar,ResSim - Near Term
0.084743,"1,689.30",Cougar,ResSim - Near Term
0.0880023,"1,689.30",Cougar,ResSim - Near Term
0.0912617,"1,689.20",Cougar,ResSim - Near Term
0.094521,"1,689.20",Cougar,ResSim - Near Term
0.0977804,"1,689.20",Cougar,ResSim - Near Term
0.10104,"1,689.00",Cougar,ResSim - Near Term
0.1043,"1,688.60",Cougar,ResSim - Near Term
0.10756,"1,688.50",Cougar,ResSim - Near Term
0.11082,"1,688.50",Cougar,ResSim - Near Term
0.11408,"1,688.50",Cougar,ResSim - Near Term
0.11734,"1,687.90",Cougar,ResSim - Near Term
0.1206,"1,687.90",Cougar,ResSim - Near Term
0.12386,"1,687.90",Cougar,ResSim - Near Term
0.12711,"1,687.80",Cougar,ResSim - Near Term
0.13037,"1,687.80",Cougar,ResSim - Near Term
0.13363,"1,687.60",Cougar,ResSim - Near Term
0.13689,"1,687.20",Cougar,ResSim - Near Term
0.14015,"1,687.20",Cougar,ResSim - Near Term
0.14341,"1,687.20",Cougar,ResSim - Near Term
0.14667,"1,687.00",Cougar,ResSim - Near Term
0.14993,"1,686.60",Cougar,ResSim - Near Term
0.15319,"1,686.60",Cougar,ResSim - Near Term
0.15645,"1,686.60",Cougar,ResSim - Near Term
0.15971,"1,686.40",Cougar,ResSim - Near Term
0.16297,"1,686.00",Cougar,ResSim - Near Term
0.16623,"1,686.00",Cougar,ResSim - Near Term
0.16949,"1,686.00",Cougar,ResSim - Near Term
0.17275,"1,685.90",Cougar,ResSim - Near Term
0.176,"1,685.70",Cougar,ResSim - Near Term
0.17926,"1,685.30",Cougar,ResSim - Near Term
0.18252,"1,685.30",Cougar,ResSim - Near Term
0.18578,"1,685.20",Cougar,ResSim - Near Term
0.18904,"1,685.20",Cougar,ResSim - Near Term
0.1923,"1,685.10",Cougar,ResSim - Near Term
0.19556,"1,684.70",Cougar,ResSim - Near Term
0.19882,"1,684.70",Cougar,ResSim - Near Term
0.20208,"1,684.40",Cougar,ResSim - Near Term
0.20534,"1,684.10",Cougar,ResSim - Near Term
0.2086,"1,684.00",Cougar,ResSim - Near Term
0.21186,"1,684.00",Cougar,ResSim - Near Term
0.21512,"1,684.00",Cougar,ResSim - Near Term
0.21838,"1,684.00",Cougar,ResSim - Near Term
0.22164,"1,684.00",Cougar,ResSim - Near Term
0.22489,"1,683.40",Cougar,ResSim - Near Term
0.22815,"1,683.40",Cougar,ResSim - Near Term
0.23141,"1,683.40",Cougar,ResSim - Near Term
0.23467,"1,683.00",Cougar,ResSim - Near Term
0.23793,"1,683.00",Cougar,ResSim - Near Term
0.24119,"1,683.00",Cougar,ResSim - Near Term
0.24445,"1,682.80",Cougar,ResSim - Near Term
0.24771,"1,682.70",Cougar,ResSim - Near Term
0.25097,"1,682.70",Cougar,ResSim - Near Term
0.25423,"1,682.70",Cougar,ResSim - Near Term
0.25749,"1,682.20",Cougar,ResSim - Near Term
0.26075,"1,682.10",Cougar,ResSim - Near Term
0.26401,"1,682.10",Cougar,ResSim - Near Term
0.26727,"1,682.10",Cougar,ResSim - Near Term
0.27053,"1,681.80",Cougar,ResSim - Near Term
0.27379,"1,681.50",Cougar,ResSim - Near Term
0.27704,"1,681.40",Cougar,ResSim - Near Term
