Percent_Time_Exceedance,Elev_ft_88,Project,Operations
22.255,"1,484.00",Cougar,ResSim - Long Term
22.258,"1,484.00",Cougar,ResSim - Long Term
22.261,"1,483.90",Cougar,ResSim - Long Term
22.265,"1,483.90",Cougar,ResSim - Long Term
22.268,"1,483.90",Cougar,ResSim - Long Term
22.271,"1,483.90",Cougar,ResSim - Long Term
22.274,"1,483.90",Cougar,ResSim - Long Term
22.278,"1,483.90",Cougar,ResSim - Long Term
22.281,"1,483.90",Cougar,ResSim - Long Term
22.284,"1,483.90",Cougar,ResSim - Long Term
22.287,"1,483.90",Cougar,ResSim - Long Term
22.291,"1,483.90",Cougar,ResSim - Long Term
22.294,"1,483.90",Cougar,ResSim - Long Term
22.297,"1,483.80",Cougar,ResSim - Long Term
22.3,"1,483.80",Cougar,ResSim - Long Term
22.304,"1,483.80",Cougar,ResSim - Long Term
22.307,"1,483.80",Cougar,ResSim - Long Term
22.31,"1,483.80",Cougar,ResSim - Long Term
22.313,"1,483.70",Cougar,ResSim - Long Term
22.317,"1,483.70",Cougar,ResSim - Long Term
22.32,"1,483.70",Cougar,ResSim - Long Term
22.323,"1,483.70",Cougar,ResSim - Long Term
22.327,"1,483.70",Cougar,ResSim - Long Term
22.33,"1,483.60",Cougar,ResSim - Long Term
22.333,"1,483.60",Cougar,ResSim - Long Term
22.336,"1,483.60",Cougar,ResSim - Long Term
22.34,"1,483.60",Cougar,ResSim - Long Term
22.343,"1,483.60",Cougar,ResSim - Long Term
22.346,"1,483.50",Cougar,ResSim - Long Term
22.349,"1,483.50",Cougar,ResSim - Long Term
22.353,"1,483.50",Cougar,ResSim - Long Term
22.356,"1,483.50",Cougar,ResSim - Long Term
22.359,"1,483.50",Cougar,ResSim - Long Term
22.362,"1,483.50",Cougar,ResSim - Long Term
22.366,"1,483.40",Cougar,ResSim - Long Term
22.369,"1,483.40",Cougar,ResSim - Long Term
22.372,"1,483.40",Cougar,ResSim - Long Term
22.375,"1,483.30",Cougar,ResSim - Long Term
22.379,"1,483.30",Cougar,ResSim - Long Term
22.382,"1,483.30",Cougar,ResSim - Long Term
22.385,"1,483.20",Cougar,ResSim - Long Term
22.388,"1,483.20",Cougar,ResSim - Long Term
22.392,"1,483.20",Cougar,ResSim - Long Term
22.395,"1,483.20",Cougar,ResSim - Long Term
22.398,"1,483.20",Cougar,ResSim - Long Term
22.401,"1,483.20",Cougar,ResSim - Long Term
22.405,"1,483.20",Cougar,ResSim - Long Term
22.408,"1,483.20",Cougar,ResSim - Long Term
22.411,"1,483.10",Cougar,ResSim - Long Term
22.415,"1,483.10",Cougar,ResSim - Long Term
22.418,"1,483.10",Cougar,ResSim - Long Term
22.421,"1,483.10",Cougar,ResSim - Long Term
22.424,"1,483.10",Cougar,ResSim - Long Term
22.428,"1,483.10",Cougar,ResSim - Long Term
22.431,"1,483.10",Cougar,ResSim - Long Term
22.434,"1,483.10",Cougar,ResSim - Long Term
22.437,"1,483.10",Cougar,ResSim - Long Term
22.441,"1,483.10",Cougar,ResSim - Long Term
22.444,"1,483.00",Cougar,ResSim - Long Term
22.447,"1,483.00",Cougar,ResSim - Long Term
22.45,"1,483.00",Cougar,ResSim - Long Term
22.454,"1,483.00",Cougar,ResSim - Long Term
22.457,"1,483.00",Cougar,ResSim - Long Term
22.46,"1,483.00",Cougar,ResSim - Long Term
22.463,"1,483.00",Cougar,ResSim - Long Term
22.467,"1,483.00",Cougar,ResSim - Long Term
22.47,"1,483.00",Cougar,ResSim - Long Term
22.473,"1,483.00",Cougar,ResSim - Long Term
22.476,"1,482.90",Cougar,ResSim - Long Term
22.48,"1,482.90",Cougar,ResSim - Long Term
22.483,"1,482.90",Cougar,ResSim - Long Term
22.486,"1,482.90",Cougar,ResSim - Long Term
22.489,"1,482.90",Cougar,ResSim - Long Term
22.493,"1,482.90",Cougar,ResSim - Long Term
22.496,"1,482.90",Cougar,ResSim - Long Term
22.499,"1,482.90",Cougar,ResSim - Long Term
22.503,"1,482.90",Cougar,ResSim - Long Term
22.506,"1,482.90",Cougar,ResSim - Long Term
22.509,"1,482.90",Cougar,ResSim - Long Term
22.512,"1,482.90",Cougar,ResSim - Long Term
22.516,"1,482.90",Cougar,ResSim - Long Term
22.519,"1,482.90",Cougar,ResSim - Long Term
22.522,"1,482.90",Cougar,ResSim - Long Term
22.525,"1,482.80",Cougar,ResSim - Long Term
22.529,"1,482.80",Cougar,ResSim - Long Term
22.532,"1,482.80",Cougar,ResSim - Long Term
22.535,"1,482.80",Cougar,ResSim - Long Term
22.538,"1,482.80",Cougar,ResSim - Long Term
22.542,"1,482.80",Cougar,ResSim - Long Term
22.545,"1,482.70",Cougar,ResSim - Long Term
22.548,"1,482.70",Cougar,ResSim - Long Term
22.551,"1,482.70",Cougar,ResSim - Long Term
22.555,"1,482.70",Cougar,ResSim - Long Term
22.558,"1,482.70",Cougar,ResSim - Long Term
22.561,"1,482.70",Cougar,ResSim - Long Term
22.564,"1,482.70",Cougar,ResSim - Long Term
22.568,"1,482.70",Cougar,ResSim - Long Term
22.571,"1,482.60",Cougar,ResSim - Long Term
22.574,"1,482.60",Cougar,ResSim - Long Term
22.577,"1,482.60",Cougar,ResSim - Long Term
22.581,"1,482.60",Cougar,ResSim - Long Term
22.584,"1,482.60",Cougar,ResSim - Long Term
22.587,"1,482.60",Cougar,ResSim - Long Term
22.591,"1,482.60",Cougar,ResSim - Long Term
22.594,"1,482.60",Cougar,ResSim - Long Term
22.597,"1,482.60",Cougar,ResSim - Long Term
22.6,"1,482.50",Cougar,ResSim - Long Term
22.604,"1,482.50",Cougar,ResSim - Long Term
22.607,"1,482.50",Cougar,ResSim - Long Term
22.61,"1,482.50",Cougar,ResSim - Long Term
22.613,"1,482.50",Cougar,ResSim - Long Term
22.617,"1,482.50",Cougar,ResSim - Long Term
22.62,"1,482.40",Cougar,ResSim - Long Term
22.623,"1,482.40",Cougar,ResSim - Long Term
22.626,"1,482.40",Cougar,ResSim - Long Term
22.63,"1,482.40",Cougar,ResSim - Long Term
22.633,"1,482.40",Cougar,ResSim - Long Term
22.636,"1,482.40",Cougar,ResSim - Long Term
22.639,"1,482.40",Cougar,ResSim - Long Term
22.643,"1,482.40",Cougar,ResSim - Long Term
22.646,"1,482.40",Cougar,ResSim - Long Term
22.649,"1,482.40",Cougar,ResSim - Long Term
22.652,"1,482.40",Cougar,ResSim - Long Term
22.656,"1,482.30",Cougar,ResSim - Long Term
22.659,"1,482.30",Cougar,ResSim - Long Term
22.662,"1,482.30",Cougar,ResSim - Long Term
22.665,"1,482.30",Cougar,ResSim - Long Term
22.669,"1,482.30",Cougar,ResSim - Long Term
22.672,"1,482.30",Cougar,ResSim - Long Term
22.675,"1,482.30",Cougar,ResSim - Long Term
22.679,"1,482.30",Cougar,ResSim - Long Term
22.682,"1,482.30",Cougar,ResSim - Long Term
22.685,"1,482.20",Cougar,ResSim - Long Term
22.688,"1,482.10",Cougar,ResSim - Long Term
22.692,"1,482.10",Cougar,ResSim - Long Term
22.695,"1,482.10",Cougar,ResSim - Long Term
22.698,"1,482.10",Cougar,ResSim - Long Term
22.701,"1,482.10",Cougar,ResSim - Long Term
22.705,"1,482.10",Cougar,ResSim - Long Term
22.708,"1,482.00",Cougar,ResSim - Long Term
22.711,"1,482.00",Cougar,ResSim - Long Term
22.714,"1,482.00",Cougar,ResSim - Long Term
22.718,"1,482.00",Cougar,ResSim - Long Term
22.721,"1,481.90",Cougar,ResSim - Long Term
22.724,"1,481.90",Cougar,ResSim - Long Term
22.727,"1,481.90",Cougar,ResSim - Long Term
22.731,"1,481.90",Cougar,ResSim - Long Term
22.734,"1,481.90",Cougar,ResSim - Long Term
22.737,"1,481.90",Cougar,ResSim - Long Term
22.74,"1,481.80",Cougar,ResSim - Long Term
22.744,"1,481.80",Cougar,ResSim - Long Term
22.747,"1,481.70",Cougar,ResSim - Long Term
22.75,"1,481.70",Cougar,ResSim - Long Term
22.753,"1,481.70",Cougar,ResSim - Long Term
22.757,"1,481.70",Cougar,ResSim - Long Term
22.76,"1,481.60",Cougar,ResSim - Long Term
22.763,"1,481.60",Cougar,ResSim - Long Term
22.767,"1,481.60",Cougar,ResSim - Long Term
22.77,"1,481.50",Cougar,ResSim - Long Term
22.773,"1,481.50",Cougar,ResSim - Long Term
22.776,"1,481.40",Cougar,ResSim - Long Term
22.78,"1,481.40",Cougar,ResSim - Long Term
22.783,"1,481.40",Cougar,ResSim - Long Term
22.786,"1,481.30",Cougar,ResSim - Long Term
22.789,"1,481.30",Cougar,ResSim - Long Term
22.793,"1,481.30",Cougar,ResSim - Long Term
22.796,"1,481.30",Cougar,ResSim - Long Term
22.799,"1,481.30",Cougar,ResSim - Long Term
22.802,"1,481.30",Cougar,ResSim - Long Term
22.806,"1,481.30",Cougar,ResSim - Long Term
22.809,"1,481.30",Cougar,ResSim - Long Term
22.812,"1,481.20",Cougar,ResSim - Long Term
22.815,"1,481.20",Cougar,ResSim - Long Term
22.819,"1,481.20",Cougar,ResSim - Long Term
22.822,"1,481.20",Cougar,ResSim - Long Term
22.825,"1,481.20",Cougar,ResSim - Long Term
22.828,"1,481.20",Cougar,ResSim - Long Term
22.832,"1,481.20",Cougar,ResSim - Long Term
22.835,"1,481.20",Cougar,ResSim - Long Term
22.838,"1,481.20",Cougar,ResSim - Long Term
22.841,"1,481.10",Cougar,ResSim - Long Term
22.845,"1,481.10",Cougar,ResSim - Long Term
22.848,"1,481.10",Cougar,ResSim - Long Term
22.851,"1,481.10",Cougar,ResSim - Long Term
22.855,"1,481.10",Cougar,ResSim - Long Term
22.858,"1,481.00",Cougar,ResSim - Long Term
22.861,"1,481.00",Cougar,ResSim - Long Term
22.864,"1,481.00",Cougar,ResSim - Long Term
22.868,"1,481.00",Cougar,ResSim - Long Term
22.871,"1,481.00",Cougar,ResSim - Long Term
22.874,"1,480.90",Cougar,ResSim - Long Term
22.877,"1,480.90",Cougar,ResSim - Long Term
22.881,"1,480.90",Cougar,ResSim - Long Term
22.884,"1,480.90",Cougar,ResSim - Long Term
22.887,"1,480.90",Cougar,ResSim - Long Term
22.89,"1,480.80",Cougar,ResSim - Long Term
22.894,"1,480.80",Cougar,ResSim - Long Term
22.897,"1,480.80",Cougar,ResSim - Long Term
22.9,"1,480.80",Cougar,ResSim - Long Term
22.903,"1,480.80",Cougar,ResSim - Long Term
22.907,"1,480.70",Cougar,ResSim - Long Term
22.91,"1,480.70",Cougar,ResSim - Long Term
22.913,"1,480.70",Cougar,ResSim - Long Term
22.916,"1,480.70",Cougar,ResSim - Long Term
22.92,"1,480.70",Cougar,ResSim - Long Term
22.923,"1,480.70",Cougar,ResSim - Long Term
22.926,"1,480.70",Cougar,ResSim - Long Term
22.93,"1,480.70",Cougar,ResSim - Long Term
22.933,"1,480.60",Cougar,ResSim - Long Term
22.936,"1,480.60",Cougar,ResSim - Long Term
22.939,"1,480.60",Cougar,ResSim - Long Term
22.943,"1,480.60",Cougar,ResSim - Long Term
22.946,"1,480.60",Cougar,ResSim - Long Term
22.949,"1,480.60",Cougar,ResSim - Long Term
22.952,"1,480.60",Cougar,ResSim - Long Term
22.956,"1,480.50",Cougar,ResSim - Long Term
22.959,"1,480.50",Cougar,ResSim - Long Term
22.962,"1,480.50",Cougar,ResSim - Long Term
22.965,"1,480.50",Cougar,ResSim - Long Term
22.969,"1,480.50",Cougar,ResSim - Long Term
22.972,"1,480.40",Cougar,ResSim - Long Term
22.975,"1,480.40",Cougar,ResSim - Long Term
22.978,"1,480.30",Cougar,ResSim - Long Term
22.982,"1,480.30",Cougar,ResSim - Long Term
22.985,"1,480.30",Cougar,ResSim - Long Term
22.988,"1,480.30",Cougar,ResSim - Long Term
22.991,"1,480.30",Cougar,ResSim - Long Term
22.995,"1,480.30",Cougar,ResSim - Long Term
22.998,"1,480.30",Cougar,ResSim - Long Term
23.001,"1,480.20",Cougar,ResSim - Long Term
23.004,"1,480.20",Cougar,ResSim - Long Term
23.008,"1,480.20",Cougar,ResSim - Long Term
23.011,"1,480.20",Cougar,ResSim - Long Term
23.014,"1,480.20",Cougar,ResSim - Long Term
23.018,"1,480.20",Cougar,ResSim - Long Term
23.021,"1,480.20",Cougar,ResSim - Long Term
23.024,"1,480.10",Cougar,ResSim - Long Term
23.027,"1,480.10",Cougar,ResSim - Long Term
23.031,"1,480.10",Cougar,ResSim - Long Term
23.034,"1,480.10",Cougar,ResSim - Long Term
23.037,"1,480.10",Cougar,ResSim - Long Term
23.04,"1,480.00",Cougar,ResSim - Long Term
23.044,"1,480.00",Cougar,ResSim - Long Term
23.047,"1,480.00",Cougar,ResSim - Long Term
23.05,"1,479.90",Cougar,ResSim - Long Term
23.053,"1,479.90",Cougar,ResSim - Long Term
23.057,"1,479.80",Cougar,ResSim - Long Term
23.06,"1,479.80",Cougar,ResSim - Long Term
23.063,"1,479.80",Cougar,ResSim - Long Term
23.066,"1,479.80",Cougar,ResSim - Long Term
23.07,"1,479.70",Cougar,ResSim - Long Term
23.073,"1,479.70",Cougar,ResSim - Long Term
23.076,"1,479.70",Cougar,ResSim - Long Term
23.079,"1,479.70",Cougar,ResSim - Long Term
23.083,"1,479.60",Cougar,ResSim - Long Term
23.086,"1,479.60",Cougar,ResSim - Long Term
23.089,"1,479.60",Cougar,ResSim - Long Term
23.092,"1,479.60",Cougar,ResSim - Long Term
23.096,"1,479.60",Cougar,ResSim - Long Term
23.099,"1,479.60",Cougar,ResSim - Long Term
23.102,"1,479.50",Cougar,ResSim - Long Term
23.106,"1,479.50",Cougar,ResSim - Long Term
23.109,"1,479.50",Cougar,ResSim - Long Term
23.112,"1,479.50",Cougar,ResSim - Long Term
23.115,"1,479.50",Cougar,ResSim - Long Term
23.119,"1,479.50",Cougar,ResSim - Long Term
23.122,"1,479.40",Cougar,ResSim - Long Term
23.125,"1,479.40",Cougar,ResSim - Long Term
23.128,"1,479.40",Cougar,ResSim - Long Term
23.132,"1,479.40",Cougar,ResSim - Long Term
23.135,"1,479.40",Cougar,ResSim - Long Term
23.138,"1,479.30",Cougar,ResSim - Long Term
23.141,"1,479.30",Cougar,ResSim - Long Term
23.145,"1,479.30",Cougar,ResSim - Long Term
23.148,"1,479.30",Cougar,ResSim - Long Term
23.151,"1,479.30",Cougar,ResSim - Long Term
23.154,"1,479.20",Cougar,ResSim - Long Term
23.158,"1,479.20",Cougar,ResSim - Long Term
23.161,"1,479.10",Cougar,ResSim - Long Term
23.164,"1,479.10",Cougar,ResSim - Long Term
23.167,"1,479.10",Cougar,ResSim - Long Term
23.171,"1,479.10",Cougar,ResSim - Long Term
23.174,"1,479.10",Cougar,ResSim - Long Term
23.177,"1,479.00",Cougar,ResSim - Long Term
23.18,"1,479.00",Cougar,ResSim - Long Term
23.184,"1,479.00",Cougar,ResSim - Long Term
23.187,"1,479.00",Cougar,ResSim - Long Term
23.19,"1,479.00",Cougar,ResSim - Long Term
23.194,"1,479.00",Cougar,ResSim - Long Term
23.197,"1,479.00",Cougar,ResSim - Long Term
23.2,"1,479.00",Cougar,ResSim - Long Term
23.203,"1,479.00",Cougar,ResSim - Long Term
23.207,"1,479.00",Cougar,ResSim - Long Term
23.21,"1,478.90",Cougar,ResSim - Long Term
23.213,"1,478.90",Cougar,ResSim - Long Term
23.216,"1,478.90",Cougar,ResSim - Long Term
23.22,"1,478.90",Cougar,ResSim - Long Term
23.223,"1,478.90",Cougar,ResSim - Long Term
23.226,"1,478.90",Cougar,ResSim - Long Term
23.229,"1,478.90",Cougar,ResSim - Long Term
23.233,"1,478.90",Cougar,ResSim - Long Term
23.236,"1,478.90",Cougar,ResSim - Long Term
23.239,"1,478.90",Cougar,ResSim - Long Term
23.242,"1,478.90",Cougar,ResSim - Long Term
23.246,"1,478.80",Cougar,ResSim - Long Term
23.249,"1,478.80",Cougar,ResSim - Long Term
23.252,"1,478.80",Cougar,ResSim - Long Term
23.255,"1,478.80",Cougar,ResSim - Long Term
23.259,"1,478.80",Cougar,ResSim - Long Term
23.262,"1,478.80",Cougar,ResSim - Long Term
23.265,"1,478.80",Cougar,ResSim - Long Term
23.268,"1,478.80",Cougar,ResSim - Long Term
23.272,"1,478.80",Cougar,ResSim - Long Term
23.275,"1,478.80",Cougar,ResSim - Long Term
23.278,"1,478.70",Cougar,ResSim - Long Term
23.282,"1,478.70",Cougar,ResSim - Long Term
23.285,"1,478.70",Cougar,ResSim - Long Term
23.288,"1,478.70",Cougar,ResSim - Long Term
23.291,"1,478.70",Cougar,ResSim - Long Term
23.295,"1,478.70",Cougar,ResSim - Long Term
23.298,"1,478.60",Cougar,ResSim - Long Term
23.301,"1,478.60",Cougar,ResSim - Long Term
23.304,"1,478.60",Cougar,ResSim - Long Term
23.308,"1,478.60",Cougar,ResSim - Long Term
23.311,"1,478.60",Cougar,ResSim - Long Term
23.314,"1,478.60",Cougar,ResSim - Long Term
23.317,"1,478.60",Cougar,ResSim - Long Term
23.321,"1,478.50",Cougar,ResSim - Long Term
23.324,"1,478.50",Cougar,ResSim - Long Term
23.327,"1,478.50",Cougar,ResSim - Long Term
23.33,"1,478.50",Cougar,ResSim - Long Term
23.334,"1,478.50",Cougar,ResSim - Long Term
23.337,"1,478.50",Cougar,ResSim - Long Term
23.34,"1,478.50",Cougar,ResSim - Long Term
23.343,"1,478.50",Cougar,ResSim - Long Term
23.347,"1,478.40",Cougar,ResSim - Long Term
23.35,"1,478.40",Cougar,ResSim - Long Term
23.353,"1,478.40",Cougar,ResSim - Long Term
23.356,"1,478.40",Cougar,ResSim - Long Term
23.36,"1,478.40",Cougar,ResSim - Long Term
23.363,"1,478.40",Cougar,ResSim - Long Term
23.366,"1,478.40",Cougar,ResSim - Long Term
23.37,"1,478.30",Cougar,ResSim - Long Term
23.373,"1,478.30",Cougar,ResSim - Long Term
23.376,"1,478.30",Cougar,ResSim - Long Term
23.379,"1,478.30",Cougar,ResSim - Long Term
23.383,"1,478.30",Cougar,ResSim - Long Term
23.386,"1,478.30",Cougar,ResSim - Long Term
23.389,"1,478.30",Cougar,ResSim - Long Term
23.392,"1,478.30",Cougar,ResSim - Long Term
23.396,"1,478.30",Cougar,ResSim - Long Term
23.399,"1,478.30",Cougar,ResSim - Long Term
23.402,"1,478.30",Cougar,ResSim - Long Term
23.405,"1,478.20",Cougar,ResSim - Long Term
23.409,"1,478.20",Cougar,ResSim - Long Term
23.412,"1,478.20",Cougar,ResSim - Long Term
23.415,"1,478.20",Cougar,ResSim - Long Term
23.418,"1,478.20",Cougar,ResSim - Long Term
23.422,"1,478.20",Cougar,ResSim - Long Term
23.425,"1,478.10",Cougar,ResSim - Long Term
23.428,"1,478.10",Cougar,ResSim - Long Term
23.431,"1,478.10",Cougar,ResSim - Long Term
23.435,"1,478.10",Cougar,ResSim - Long Term
23.438,"1,478.00",Cougar,ResSim - Long Term
23.441,"1,478.00",Cougar,ResSim - Long Term
23.444,"1,478.00",Cougar,ResSim - Long Term
23.448,"1,477.90",Cougar,ResSim - Long Term
23.451,"1,477.90",Cougar,ResSim - Long Term
23.454,"1,477.90",Cougar,ResSim - Long Term
23.458,"1,477.80",Cougar,ResSim - Long Term
23.461,"1,477.80",Cougar,ResSim - Long Term
23.464,"1,477.80",Cougar,ResSim - Long Term
23.467,"1,477.80",Cougar,ResSim - Long Term
23.471,"1,477.80",Cougar,ResSim - Long Term
23.474,"1,477.80",Cougar,ResSim - Long Term
23.477,"1,477.70",Cougar,ResSim - Long Term
23.48,"1,477.70",Cougar,ResSim - Long Term
23.484,"1,477.70",Cougar,ResSim - Long Term
23.487,"1,477.70",Cougar,ResSim - Long Term
23.49,"1,477.70",Cougar,ResSim - Long Term
23.493,"1,477.70",Cougar,ResSim - Long Term
23.497,"1,477.60",Cougar,ResSim - Long Term
23.5,"1,477.60",Cougar,ResSim - Long Term
23.503,"1,477.60",Cougar,ResSim - Long Term
23.506,"1,477.60",Cougar,ResSim - Long Term
23.51,"1,477.60",Cougar,ResSim - Long Term
23.513,"1,477.60",Cougar,ResSim - Long Term
23.516,"1,477.60",Cougar,ResSim - Long Term
23.519,"1,477.60",Cougar,ResSim - Long Term
23.523,"1,477.50",Cougar,ResSim - Long Term
23.526,"1,477.50",Cougar,ResSim - Long Term
23.529,"1,477.50",Cougar,ResSim - Long Term
23.532,"1,477.50",Cougar,ResSim - Long Term
23.536,"1,477.50",Cougar,ResSim - Long Term
23.539,"1,477.50",Cougar,ResSim - Long Term
23.542,"1,477.40",Cougar,ResSim - Long Term
23.546,"1,477.40",Cougar,ResSim - Long Term
23.549,"1,477.40",Cougar,ResSim - Long Term
23.552,"1,477.40",Cougar,ResSim - Long Term
23.555,"1,477.40",Cougar,ResSim - Long Term
23.559,"1,477.40",Cougar,ResSim - Long Term
23.562,"1,477.40",Cougar,ResSim - Long Term
23.565,"1,477.40",Cougar,ResSim - Long Term
23.568,"1,477.40",Cougar,ResSim - Long Term
23.572,"1,477.40",Cougar,ResSim - Long Term
23.575,"1,477.30",Cougar,ResSim - Long Term
23.578,"1,477.30",Cougar,ResSim - Long Term
23.581,"1,477.30",Cougar,ResSim - Long Term
23.585,"1,477.30",Cougar,ResSim - Long Term
23.588,"1,477.30",Cougar,ResSim - Long Term
23.591,"1,477.30",Cougar,ResSim - Long Term
23.594,"1,477.30",Cougar,ResSim - Long Term
23.598,"1,477.30",Cougar,ResSim - Long Term
23.601,"1,477.30",Cougar,ResSim - Long Term
23.604,"1,477.30",Cougar,ResSim - Long Term
23.607,"1,477.30",Cougar,ResSim - Long Term
23.611,"1,477.20",Cougar,ResSim - Long Term
23.614,"1,477.20",Cougar,ResSim - Long Term
23.617,"1,477.20",Cougar,ResSim - Long Term
23.62,"1,477.20",Cougar,ResSim - Long Term
23.624,"1,477.20",Cougar,ResSim - Long Term
23.627,"1,477.20",Cougar,ResSim - Long Term
23.63,"1,477.10",Cougar,ResSim - Long Term
23.634,"1,477.10",Cougar,ResSim - Long Term
23.637,"1,477.10",Cougar,ResSim - Long Term
23.64,"1,477.10",Cougar,ResSim - Long Term
23.643,"1,477.10",Cougar,ResSim - Long Term
23.647,"1,477.10",Cougar,ResSim - Long Term
23.65,"1,477.10",Cougar,ResSim - Long Term
23.653,"1,477.10",Cougar,ResSim - Long Term
23.656,"1,477.10",Cougar,ResSim - Long Term
23.66,"1,477.10",Cougar,ResSim - Long Term
23.663,"1,477.00",Cougar,ResSim - Long Term
23.666,"1,477.00",Cougar,ResSim - Long Term
23.669,"1,477.00",Cougar,ResSim - Long Term
23.673,"1,477.00",Cougar,ResSim - Long Term
23.676,"1,477.00",Cougar,ResSim - Long Term
23.679,"1,477.00",Cougar,ResSim - Long Term
23.682,"1,477.00",Cougar,ResSim - Long Term
23.686,"1,476.90",Cougar,ResSim - Long Term
23.689,"1,476.90",Cougar,ResSim - Long Term
23.692,"1,476.90",Cougar,ResSim - Long Term
23.695,"1,476.90",Cougar,ResSim - Long Term
23.699,"1,476.90",Cougar,ResSim - Long Term
23.702,"1,476.90",Cougar,ResSim - Long Term
23.705,"1,476.90",Cougar,ResSim - Long Term
23.708,"1,476.90",Cougar,ResSim - Long Term
23.712,"1,476.90",Cougar,ResSim - Long Term
23.715,"1,476.90",Cougar,ResSim - Long Term
23.718,"1,476.90",Cougar,ResSim - Long Term
23.722,"1,476.90",Cougar,ResSim - Long Term
23.725,"1,476.90",Cougar,ResSim - Long Term
23.728,"1,476.80",Cougar,ResSim - Long Term
23.731,"1,476.80",Cougar,ResSim - Long Term
23.735,"1,476.80",Cougar,ResSim - Long Term
23.738,"1,476.80",Cougar,ResSim - Long Term
23.741,"1,476.80",Cougar,ResSim - Long Term
23.744,"1,476.80",Cougar,ResSim - Long Term
23.748,"1,476.80",Cougar,ResSim - Long Term
23.751,"1,476.80",Cougar,ResSim - Long Term
23.754,"1,476.80",Cougar,ResSim - Long Term
23.757,"1,476.70",Cougar,ResSim - Long Term
23.761,"1,476.70",Cougar,ResSim - Long Term
23.764,"1,476.70",Cougar,ResSim - Long Term
23.767,"1,476.70",Cougar,ResSim - Long Term
23.77,"1,476.60",Cougar,ResSim - Long Term
23.774,"1,476.60",Cougar,ResSim - Long Term
23.777,"1,476.60",Cougar,ResSim - Long Term
23.78,"1,476.60",Cougar,ResSim - Long Term
23.783,"1,476.50",Cougar,ResSim - Long Term
23.787,"1,476.50",Cougar,ResSim - Long Term
23.79,"1,476.50",Cougar,ResSim - Long Term
23.793,"1,476.50",Cougar,ResSim - Long Term
23.796,"1,476.40",Cougar,ResSim - Long Term
23.8,"1,476.40",Cougar,ResSim - Long Term
23.803,"1,476.40",Cougar,ResSim - Long Term
23.806,"1,476.30",Cougar,ResSim - Long Term
23.81,"1,476.30",Cougar,ResSim - Long Term
23.813,"1,476.30",Cougar,ResSim - Long Term
23.816,"1,476.30",Cougar,ResSim - Long Term
23.819,"1,476.30",Cougar,ResSim - Long Term
23.823,"1,476.30",Cougar,ResSim - Long Term
23.826,"1,476.30",Cougar,ResSim - Long Term
23.829,"1,476.30",Cougar,ResSim - Long Term
23.832,"1,476.30",Cougar,ResSim - Long Term
23.836,"1,476.20",Cougar,ResSim - Long Term
23.839,"1,476.20",Cougar,ResSim - Long Term
23.842,"1,476.20",Cougar,ResSim - Long Term
23.845,"1,476.20",Cougar,ResSim - Long Term
23.849,"1,476.20",Cougar,ResSim - Long Term
23.852,"1,476.20",Cougar,ResSim - Long Term
23.855,"1,476.20",Cougar,ResSim - Long Term
23.858,"1,476.20",Cougar,ResSim - Long Term
23.862,"1,476.20",Cougar,ResSim - Long Term
23.865,"1,476.20",Cougar,ResSim - Long Term
23.868,"1,476.20",Cougar,ResSim - Long Term
23.871,"1,476.10",Cougar,ResSim - Long Term
23.875,"1,476.10",Cougar,ResSim - Long Term
23.878,"1,476.10",Cougar,ResSim - Long Term
23.881,"1,476.10",Cougar,ResSim - Long Term
23.884,"1,476.10",Cougar,ResSim - Long Term
23.888,"1,476.10",Cougar,ResSim - Long Term
23.891,"1,476.10",Cougar,ResSim - Long Term
23.894,"1,476.00",Cougar,ResSim - Long Term
23.898,"1,476.00",Cougar,ResSim - Long Term
23.901,"1,476.00",Cougar,ResSim - Long Term
23.904,"1,476.00",Cougar,ResSim - Long Term
23.907,"1,476.00",Cougar,ResSim - Long Term
23.911,"1,476.00",Cougar,ResSim - Long Term
23.914,"1,476.00",Cougar,ResSim - Long Term
23.917,"1,476.00",Cougar,ResSim - Long Term
23.92,"1,476.00",Cougar,ResSim - Long Term
23.924,"1,475.90",Cougar,ResSim - Long Term
23.927,"1,475.90",Cougar,ResSim - Long Term
23.93,"1,475.90",Cougar,ResSim - Long Term
23.933,"1,475.90",Cougar,ResSim - Long Term
23.937,"1,475.90",Cougar,ResSim - Long Term
23.94,"1,475.90",Cougar,ResSim - Long Term
23.943,"1,475.90",Cougar,ResSim - Long Term
23.946,"1,475.90",Cougar,ResSim - Long Term
23.95,"1,475.80",Cougar,ResSim - Long Term
23.953,"1,475.80",Cougar,ResSim - Long Term
23.956,"1,475.80",Cougar,ResSim - Long Term
23.959,"1,475.80",Cougar,ResSim - Long Term
23.963,"1,475.80",Cougar,ResSim - Long Term
23.966,"1,475.80",Cougar,ResSim - Long Term
23.969,"1,475.70",Cougar,ResSim - Long Term
23.972,"1,475.70",Cougar,ResSim - Long Term
23.976,"1,475.70",Cougar,ResSim - Long Term
23.979,"1,475.70",Cougar,ResSim - Long Term
23.982,"1,475.70",Cougar,ResSim - Long Term
23.986,"1,475.70",Cougar,ResSim - Long Term
23.989,"1,475.60",Cougar,ResSim - Long Term
23.992,"1,475.60",Cougar,ResSim - Long Term
23.995,"1,475.60",Cougar,ResSim - Long Term
23.999,"1,475.60",Cougar,ResSim - Long Term
24.002,"1,475.60",Cougar,ResSim - Long Term
