Date,Time,Inflow,Storage,Elevation,Outflow,Hydro
1/5/3000,0:00,3300,63199.7,1555.8,8170.2,Dec-64
1/5/3000,0:15,3265.7,63098.8,1555.7,8162,Dec-64
1/5/3000,0:30,3231.9,62997.3,1555.5,8153.8,Dec-64
1/5/3000,0:45,3198.4,62895.4,1555.3,8145.5,Dec-64
1/5/3000,1:00,3165.4,62792.9,1555.2,8137.2,Dec-64
1/5/3000,1:15,3132.8,62689.9,1555,8128.8,Dec-64
1/5/3000,1:30,3100.6,62586.5,1554.9,8120.4,Dec-64
1/5/3000,1:45,3068.8,62482.5,1554.7,8111.9,Dec-64
1/5/3000,2:00,3037.1,62378.1,1554.5,8103.4,Dec-64
1/5/3000,2:15,3005.8,62273.2,1554.4,8094.5,Dec-64
1/5/3000,2:30,2975,62167.8,1554.2,8084.5,Dec-64
1/5/3000,2:45,2944.5,62062,1554,8074.4,Dec-64
1/5/3000,3:00,2914.4,61955.8,1553.8,8064.3,Dec-64
1/5/3000,3:15,2884.8,61849.2,1553.6,8054.2,Dec-64
1/5/3000,3:30,2855.5,61742.2,1553.4,8044,Dec-64
1/5/3000,3:45,2826.6,61634.8,1553.3,8033.8,Dec-64
1/5/3000,4:00,2797.8,61527.1,1553.1,8023.5,Dec-64
1/5/3000,4:15,2769.5,61418.9,1552.9,8013.2,Dec-64
1/5/3000,4:30,2741.4,61310.4,1552.7,8002.9,Dec-64
1/5/3000,4:45,2713.7,61201.5,1552.5,7992.5,Dec-64
1/5/3000,5:00,2686.3,61092.2,1552.3,7982.1,Dec-64
1/5/3000,5:15,2659.1,60982.7,1552.1,7971.7,Dec-64
1/5/3000,5:30,2632.3,60872.7,1551.9,7961.2,Dec-64
1/5/3000,5:45,2605.8,60762.5,1551.7,7950.7,Dec-64
1/5/3000,6:00,2579.8,60651.9,1551.6,7940.2,Dec-64
1/5/3000,6:15,2554.1,60541,1551.4,7929.6,Dec-64
1/5/3000,6:30,2528.7,60429.7,1551.2,7919,Dec-64
1/5/3000,6:45,2503.6,60318.2,1551,7908.4,Dec-64
1/5/3000,7:00,2479,60206.4,1550.8,7897.8,Dec-64
1/5/3000,7:15,2454.7,60094.3,1550.6,7887.1,Dec-64
1/5/3000,7:30,2430.6,59981.9,1550.4,7876.4,Dec-64
1/5/3000,7:45,2406.8,59869.3,1550.2,7865.7,Dec-64
1/5/3000,8:00,2384,59756.4,1550,7854.9,Dec-64
1/5/3000,8:15,2361.6,59643.2,1549.8,7844.2,Dec-64
1/5/3000,8:30,2339.5,59529.8,1549.6,7833.4,Dec-64
1/5/3000,8:45,2317.7,59416.2,1549.4,7822.5,Dec-64
1/5/3000,9:00,2296.1,59302.3,1549.2,7811.7,Dec-64
1/5/3000,9:15,2274.7,59188.3,1549,7800.8,Dec-64
1/5/3000,9:30,2253.5,59074,1548.8,7790,Dec-64
1/5/3000,9:45,2232.6,58959.5,1548.6,7779.1,Dec-64
1/5/3000,10:00,2211.8,58844.8,1548.4,7768.1,Dec-64
1/5/3000,10:15,2191.3,58729.9,1548.2,7757.2,Dec-64
1/5/3000,10:30,2171.1,58614.8,1548,7746.2,Dec-64
1/5/3000,10:45,2151,58499.5,1547.8,7735.3,Dec-64
1/5/3000,11:00,2131.2,58384.1,1547.6,7724.3,Dec-64
1/5/3000,11:15,2111.5,58268.4,1547.4,7713.3,Dec-64
1/5/3000,11:30,2092.1,58152.6,1547.2,7702.2,Dec-64
1/5/3000,11:45,2072.9,58036.6,1547,7691.2,Dec-64
1/5/3000,12:00,2053.8,57920.4,1546.8,7680.1,Dec-64
1/5/3000,12:15,2035,57804.1,1546.6,7669.1,Dec-64
1/5/3000,12:30,2016.4,57687.6,1546.4,7658,Dec-64
1/5/3000,12:45,1998,57571,1546.2,7646.9,Dec-64
1/5/3000,13:00,1979.8,57454.2,1546,7635.7,Dec-64
1/5/3000,13:15,1961.7,57337.3,1545.8,7624.6,Dec-64
1/5/3000,13:30,1943.9,57220.2,1545.6,7613.5,Dec-64
1/5/3000,13:45,1926.2,57103,1545.4,7602.3,Dec-64
1/5/3000,14:00,1908.8,56985.6,1545.2,7591.1,Dec-64
1/5/3000,14:15,1891.5,56868.2,1545,7580,Dec-64
1/5/3000,14:30,1874.4,56750.6,1544.8,7568.8,Dec-64
1/5/3000,14:45,1857.5,56632.9,1544.6,7557.6,Dec-64
1/5/3000,15:00,1840.8,56515,1544.4,7546.3,Dec-64
1/5/3000,15:15,1824.2,56397.1,1544.2,7534.6,Dec-64
1/5/3000,15:30,1807.9,56279.1,1544,7522.8,Dec-64
1/5/3000,15:45,1793,56161,1543.8,7511,Dec-64
1/5/3000,16:00,1781.7,56042.8,1543.5,7499.2,Dec-64
1/5/3000,16:15,1775.8,55924.8,1543.3,7487.3,Dec-64
1/5/3000,16:30,1776.5,55806.9,1543.1,7475.5,Dec-64
1/5/3000,16:45,1784.8,55689.4,1542.9,7463.8,Dec-64
1/5/3000,17:00,1802.3,55572.3,1542.7,7452.1,Dec-64
1/5/3000,17:15,1834,55456,1542.4,7440.4,Dec-64
1/5/3000,17:30,1884.9,55340.8,1542.2,7428.9,Dec-64
1/5/3000,17:45,1958.4,55227.2,1542,7417.5,Dec-64
1/5/3000,18:00,2057.3,55115.5,1541.8,7406.4,Dec-64
1/5/3000,18:15,2182.3,55006.4,1541.6,7395.4,Dec-64
1/5/3000,18:30,2331.5,54900.4,1541.4,7384.8,Dec-64
1/5/3000,18:45,2501.8,54797.8,1541.2,7373.6,Dec-64
1/5/3000,19:00,2688.7,54699.2,1541,7362.9,Dec-64
1/5/3000,19:15,2884.7,54604.8,1540.9,7352.6,Dec-64
1/5/3000,19:30,3080.6,54514.6,1540.7,7342.7,Dec-64
1/5/3000,19:45,3271.7,54428.6,1540.5,7333.3,Dec-64
1/5/3000,20:00,3455.6,54346.7,1540.4,7324.4,Dec-64
1/5/3000,20:15,3629.5,54268.6,1540.2,7315.9,Dec-64
1/5/3000,20:30,3790.8,54194.2,1540.1,7307.8,Dec-64
1/5/3000,20:45,3938.7,54123.1,1540,7300,Dec-64
1/5/3000,21:00,4072.5,54055.1,1539.8,7292.6,Dec-64
1/5/3000,21:15,4191.6,53989.9,1539.7,7285.5,Dec-64
1/5/3000,21:30,4296.5,53927.2,1539.6,7278.6,Dec-64
1/5/3000,21:45,4388,53866.6,1539.5,7272,Dec-64
1/5/3000,22:00,4465.8,53807.8,1539.4,7265.6,Dec-64
1/5/3000,22:15,4529.9,53750.7,1539.3,7259.3,Dec-64
1/5/3000,22:30,4581.1,53694.9,1539.2,7253.3,Dec-64
1/5/3000,22:45,4619.7,53640.2,1539.1,7247.3,Dec-64
1/5/3000,23:00,4645.6,53586.2,1539,7241.4,Dec-64
1/5/3000,23:15,4659.3,53532.8,1538.9,7235.6,Dec-64
1/5/3000,23:30,4661.4,53479.6,1538.8,7229.8,Dec-64
1/5/3000,23:45,4652.8,53426.5,1538.7,7224,Dec-64
1/6/3000,0:00,4634.3,53373.3,1538.6,7218.1,Dec-64
1/6/3000,0:15,4606.9,53319.7,1538.5,7212.3,Dec-64
1/6/3000,0:30,4571.4,53265.5,1538.4,7206.4,Dec-64
1/6/3000,0:45,4529.2,53210.7,1538.3,7200.4,Dec-64
1/6/3000,1:00,4482.4,53155.1,1538.2,7194.3,Dec-64
1/6/3000,1:15,4431.9,53098.6,1538.1,7188.2,Dec-64
1/6/3000,1:30,4378.7,53041.2,1538,7181.9,Dec-64
1/6/3000,1:45,4324,52982.8,1537.9,7175.5,Dec-64
1/6/3000,2:00,4269.5,52923.4,1537.8,7169,Dec-64
1/6/3000,2:15,4215.5,52863,1537.6,7162.4,Dec-64
1/6/3000,2:30,4162.1,52801.6,1537.5,7155.7,Dec-64
1/6/3000,2:45,4109.4,52739.3,1537.4,7148.9,Dec-64
1/6/3000,3:00,4057.6,52676,1537.3,7142,Dec-64
1/6/3000,3:15,4006.4,52611.8,1537.2,7135,Dec-64
1/6/3000,3:30,3956.1,52546.7,1537.1,7127.9,Dec-64
1/6/3000,3:45,3906.6,52480.8,1536.9,7120.7,Dec-64
1/6/3000,4:00,3857.8,52413.9,1536.8,7113.4,Dec-64
1/6/3000,4:15,3809.6,52346.2,1536.7,7106,Dec-64
1/6/3000,4:30,3762.3,52277.7,1536.6,7098.6,Dec-64
1/6/3000,4:45,3715.6,52208.4,1536.4,7091,Dec-64
1/6/3000,5:00,3669.6,52138.2,1536.3,7083.3,Dec-64
1/6/3000,5:15,3624.4,52067.3,1536.2,7075.6,Dec-64
1/6/3000,5:30,3579.8,51995.6,1536,7067.8,Dec-64
1/6/3000,5:45,3535.9,51923.2,1535.9,7059.9,Dec-64
1/6/3000,6:00,3492.7,51850,1535.8,7051.9,Dec-64
1/6/3000,6:15,3450.4,51776.1,1535.6,7043.8,Dec-64
1/6/3000,6:30,3408.7,51701.6,1535.5,7035.7,Dec-64
1/6/3000,6:45,3367.5,51626.3,1535.4,7027.4,Dec-64
1/6/3000,7:00,3327,51550.3,1535.2,7019.2,Dec-64
1/6/3000,7:15,3287.5,51473.7,1535.1,7010.8,Dec-64
1/6/3000,7:30,3248.6,51396.5,1534.9,7002.4,Dec-64
1/6/3000,7:45,3210.2,51318.6,1534.8,6993.9,Dec-64
1/6/3000,8:00,3172.4,51240.1,1534.7,6985.3,Dec-64
1/6/3000,8:15,3134.8,51161.1,1534.5,6976.7,Dec-64
1/6/3000,8:30,3097.6,51081.4,1534.4,6967.7,Dec-64
1/6/3000,8:45,3060.9,51001.1,1534.2,6957.9,Dec-64
1/6/3000,9:00,3024.8,50920.4,1534.1,6948,Dec-64
1/6/3000,9:15,2988.9,50839,1533.9,6938.1,Dec-64
1/6/3000,9:30,2953.6,50757.2,1533.8,6928.1,Dec-64
1/6/3000,9:45,2918.7,50674.8,1533.6,6918,Dec-64
1/6/3000,10:00,2884.3,50591.9,1533.5,6907.9,Dec-64
1/6/3000,10:15,2850.1,50508.5,1533.3,6897.7,Dec-64
1/6/3000,10:30,2816.4,50424.7,1533.2,6887.5,Dec-64
1/6/3000,10:45,2783.1,50340.3,1533,6877.2,Dec-64
1/6/3000,11:00,2750.2,50255.5,1532.9,6866.8,Dec-64
1/6/3000,11:15,2717.2,50170.2,1532.7,6856.4,Dec-64
1/6/3000,11:30,2684.6,50084.5,1532.6,6845.9,Dec-64
1/6/3000,11:45,2652.5,49998.3,1532.4,6835.3,Dec-64
1/6/3000,12:00,2620.8,49911.6,1532.2,6824.8,Dec-64
1/6/3000,12:15,2590.8,49824.6,1532.1,6814.1,Dec-64
1/6/3000,12:30,2562.9,49737.1,1531.9,6803.4,Dec-64
1/6/3000,12:45,2535.8,49649.3,1531.8,6792.7,Dec-64
1/6/3000,13:00,2510.3,49561.2,1531.6,6781.9,Dec-64
1/6/3000,13:15,2488.3,49472.9,1531.4,6771.1,Dec-64
1/6/3000,13:30,2471.4,49384.3,1531.3,6760.3,Dec-64
1/6/3000,13:45,2467.5,49295.8,1531.1,6749.5,Dec-64
1/6/3000,14:00,2483.2,49207.6,1531,6738.7,Dec-64
1/6/3000,14:15,2523.5,49120.2,1530.8,6728,Dec-64
1/6/3000,14:30,2593.4,49034.1,1530.6,6717.5,Dec-64
1/6/3000,14:45,2695.4,48950.1,1530.5,6707.2,Dec-64
1/6/3000,15:00,2828.9,48868.7,1530.3,6697.3,Dec-64
1/6/3000,15:15,2986.8,48790.5,1530.2,6687.7,Dec-64
1/6/3000,15:30,3156.2,48715.9,1530.1,6678.6,Dec-64
1/6/3000,15:45,3324.9,48644.9,1529.9,6669.9,Dec-64
1/6/3000,16:00,3483.6,48577.5,1529.8,6661.7,Dec-64
1/6/3000,16:15,3626.1,48513.4,1529.7,6653.9,Dec-64
1/6/3000,16:30,3749.7,48452.2,1529.6,6646.4,Dec-64
1/6/3000,16:45,3854.8,48393.5,1529.5,6639.2,Dec-64
1/6/3000,17:00,3943.1,48337,1529.4,6632.3,Dec-64
1/6/3000,17:15,4017.6,48282.3,1529.3,6625.6,Dec-64
1/6/3000,17:30,4082.8,48229.1,1529.2,6619.1,Dec-64
1/6/3000,17:45,4140.8,48177.4,1529.1,6612.8,Dec-64
1/6/3000,18:00,4190.2,48126.9,1529,6606.6,Dec-64
1/6/3000,18:15,4229.7,48077.4,1528.9,6600.6,Dec-64
1/6/3000,18:30,4259.3,48028.8,1528.8,6594.6,Dec-64
1/6/3000,18:45,4278.8,47980.8,1528.7,6588.8,Dec-64
1/6/3000,19:00,4288.1,47933.2,1528.6,6583,Dec-64
1/6/3000,19:15,4287.9,47885.9,1528.6,6577.2,Dec-64
1/6/3000,19:30,4277.8,47838.5,1528.5,6571.4,Dec-64
1/6/3000,19:45,4257.9,47791,1528.4,6565.6,Dec-64
1/6/3000,20:00,4228.2,47743.1,1528.3,6559.7,Dec-64
1/6/3000,20:15,4189.2,47694.6,1528.2,6553.8,Dec-64
1/6/3000,20:30,4142.6,47645.3,1528.1,6547.8,Dec-64
1/6/3000,20:45,4090.7,47595.1,1528,6541.6,Dec-64
1/6/3000,21:00,4036.3,47544,1527.9,6535.4,Dec-64
1/6/3000,21:15,3981,47491.9,1527.8,6529,Dec-64
1/6/3000,21:30,3925.7,47438.7,1527.7,6522.5,Dec-64
1/6/3000,21:45,3870.9,47384.6,1527.6,6515.9,Dec-64
1/6/3000,22:00,3817.8,47329.4,1527.5,6509.2,Dec-64
1/6/3000,22:15,3767.9,47273.4,1527.4,6502.3,Dec-64
1/6/3000,22:30,3723,47216.5,1527.3,6495.4,Dec-64
1/6/3000,22:45,3684,47158.9,1527.2,6488.3,Dec-64
1/6/3000,23:00,3651.6,47100.7,1527.1,6481.2,Dec-64
1/6/3000,23:15,3625,47042,1527,6474,Dec-64
1/6/3000,23:30,3601.4,46983,1526.9,6466.8,Dec-64
1/6/3000,23:45,3578.2,46923.6,1526.8,6459.6,Dec-64
1/7/3000,0:00,3553.1,46863.9,1526.7,6452.3,Dec-64
1/7/3000,0:15,3523.5,46803.8,1526.6,6444.9,Dec-64
1/7/3000,0:30,3488.2,46743.1,1526.5,6437.5,Dec-64
1/7/3000,0:45,3447.8,46681.8,1526.4,6430,Dec-64
1/7/3000,1:00,3403.9,46619.8,1526.3,6422.4,Dec-64
1/7/3000,1:15,3359,46557.1,1526.1,6414.8,Dec-64
1/7/3000,1:30,3316.5,46493.6,1526,6407,Dec-64
1/7/3000,1:45,3278.7,46429.4,1525.9,6399.2,Dec-64
1/7/3000,2:00,3246.2,46364.7,1525.8,6391.3,Dec-64
1/7/3000,2:15,3218.4,46299.5,1525.7,6383.3,Dec-64
1/7/3000,2:30,3193.2,46234,1525.6,6375.3,Dec-64
1/7/3000,2:45,3168.8,46168,1525.4,6367.2,Dec-64
1/7/3000,3:00,3143.1,46101.8,1525.3,6359.1,Dec-64
1/7/3000,3:15,3114.5,46035.1,1525.2,6351,Dec-64
1/7/3000,3:30,3081.8,45968,1525.1,6342.8,Dec-64
1/7/3000,3:45,3044.8,45900.3,1524.9,6334.5,Dec-64
1/7/3000,4:00,3004.7,45832,1524.8,6326.2,Dec-64
1/7/3000,4:15,2962.8,45763.1,1524.7,6317.7,Dec-64
1/7/3000,4:30,2920.8,45693.4,1524.6,6309.2,Dec-64
1/7/3000,4:45,2879.5,45623,1524.4,6300.6,Dec-64
1/7/3000,5:00,2838.9,45552.1,1524.3,6289.7,Dec-64
1/7/3000,5:15,2799.2,45480.5,1524.2,6277.5,Dec-64
1/7/3000,5:30,2760.2,45408.3,1524,6265.2,Dec-64
1/7/3000,5:45,2721.8,45335.6,1523.9,6252.9,Dec-64
1/7/3000,6:00,2684.2,45262.4,1523.8,6240.4,Dec-64
1/7/3000,6:15,2647.4,45188.7,1523.6,6227.9,Dec-64
1/7/3000,6:30,2611.3,45114.5,1523.5,6215.3,Dec-64
1/7/3000,6:45,2575.7,45039.8,1523.3,6202.6,Dec-64
1/7/3000,7:00,2540.8,44964.6,1523.2,6189.8,Dec-64
1/7/3000,7:15,2506.5,44889,1523,6177,Dec-64
1/7/3000,7:30,2472.7,44813,1522.9,6164.1,Dec-64
1/7/3000,7:45,2439.4,44736.5,1522.8,6151.1,Dec-64
1/7/3000,8:00,2406.8,44659.6,1522.6,6138,Dec-64
1/7/3000,8:15,2374.8,44582.3,1522.5,6124.9,Dec-64
1/7/3000,8:30,2343.3,44504.6,1522.3,6111.7,Dec-64
1/7/3000,8:45,2312.4,44426.6,1522.2,6098.4,Dec-64
1/7/3000,9:00,2281.9,44348.2,1522,6085.1,Dec-64
1/7/3000,9:15,2252.3,44269.4,1521.9,6071.7,Dec-64
1/7/3000,9:30,2223.1,44190.4,1521.7,6058.3,Dec-64
1/7/3000,9:45,2194.3,44111,1521.6,6044.8,Dec-64
1/7/3000,10:00,2166.1,44031.3,1521.4,6031.3,Dec-64
1/7/3000,10:15,2138.4,43951.3,1521.3,6017.7,Dec-64
1/7/3000,10:30,2111.2,43871,1521.1,6004,Dec-64
1/7/3000,10:45,2084.4,43790.4,1521,5990.3,Dec-64
1/7/3000,11:00,2058.1,43709.6,1520.8,5976.6,Dec-64
1/7/3000,11:15,2032.2,43628.5,1520.6,5962.8,Dec-64
1/7/3000,11:30,2006.8,43547.2,1520.5,5949,Dec-64
1/7/3000,11:45,1981.7,43466,1520.2,5895.5,Dec-64
1/7/3000,12:00,1957.1,43386,1519.8,5788.4,Dec-64
1/7/3000,12:15,1932.6,43307.7,1519.4,5683.6,Dec-64
1/7/3000,12:30,1908.4,43231,1519.1,5581,Dec-64
1/7/3000,12:45,1884.3,43155.9,1518.7,5480.5,Dec-64
1/7/3000,13:00,1860.3,43082.3,1518.3,5382.1,Dec-64
1/7/3000,13:15,1837.9,43010.3,1518,5285.8,Dec-64
1/7/3000,13:30,1819.1,42939.9,1517.6,5191.5,Dec-64
1/7/3000,13:45,1800.5,42871,1517.3,5099.3,Dec-64
1/7/3000,14:00,1782.2,42803.5,1516.9,5009.1,Dec-64
1/7/3000,14:15,1764.3,42737.6,1516.6,4920.9,Dec-64
1/7/3000,14:30,1746.7,42673.1,1516.3,4834.6,Dec-64
1/7/3000,14:45,1729.2,42610,1516,4750.1,Dec-64
1/7/3000,15:00,1712,42548.2,1515.7,4667.5,Dec-64
1/7/3000,15:15,1694.7,42487.8,1515.4,4586.7,Dec-64
1/7/3000,15:30,1677.6,42428.7,1515.1,4507.6,Dec-64
1/7/3000,15:45,1660.7,42370.9,1514.8,4430.2,Dec-64
1/7/3000,16:00,1644,42314.3,1514.5,4354.4,Dec-64
1/7/3000,16:15,1627.5,42258.9,1514.2,4275.3,Dec-64
1/7/3000,16:30,1611.1,42204.9,1513.9,4195.5,Dec-64
1/7/3000,16:45,1594.9,42152.1,1513.7,4117.6,Dec-64
1/7/3000,17:00,1578.9,42100.6,1513.4,4041.6,Dec-64
1/7/3000,17:15,1563.1,42050.3,1513.2,3967.4,Dec-64
1/7/3000,17:30,1547.5,42001.2,1512.9,3895,Dec-64
1/7/3000,17:45,1532.1,41953.3,1512.7,3824.2,Dec-64
1/7/3000,18:00,1516.9,41906.5,1512.5,3755.2,Dec-64
1/7/3000,18:15,1501.8,41860.8,1512.2,3687.7,Dec-64
1/7/3000,18:30,1486.9,41816.2,1512,3621.8,Dec-64
1/7/3000,18:45,1472.2,41772.6,1511.8,3557.5,Dec-64
1/7/3000,19:00,1457.7,41730,1511.6,3494.6,Dec-64
1/7/3000,19:15,1443,41688.4,1511.4,3433.2,Dec-64
1/7/3000,19:30,1428.5,41647.7,1511.2,3373.2,Dec-64
1/7/3000,19:45,1414.1,41608,1511,3314.6,Dec-64
1/7/3000,20:00,1399.9,41569.2,1510.8,3257.3,Dec-64
1/7/3000,20:15,1386.1,41531.2,1510.6,3201.3,Dec-64
1/7/3000,20:30,1372.5,41494.2,1510.4,3146.6,Dec-64
1/7/3000,20:45,1359,41457.9,1510.2,3093.1,Dec-64
1/7/3000,21:00,1345.7,41422.5,1510.1,3040.8,Dec-64
1/7/3000,21:15,1332.5,41387.9,1509.9,2989.7,Dec-64
1/7/3000,21:30,1319.4,41354,1509.7,2939.7,Dec-64
1/7/3000,21:45,1306.4,41320.9,1509.6,2890.9,Dec-64
1/7/3000,22:00,1293.6,41288.5,1509.4,2843.1,Dec-64
1/7/3000,22:15,1281.1,41256.9,1509.2,2796.4,Dec-64
1/7/3000,22:30,1268.7,41225.9,1509.1,2750.7,Dec-64
1/7/3000,22:45,1256.5,41195.6,1508.9,2706,Dec-64
1/7/3000,23:00,1244.4,41166,1508.8,2662.3,Dec-64
1/7/3000,23:15,1232.1,41137,1508.6,2619.5,Dec-64
1/7/3000,23:30,1219.9,41108.7,1508.5,2577.6,Dec-64
1/7/3000,23:45,1207.9,41080.9,1508.4,2536.7,Dec-64
1/8/3000,0:00,1196,41053.7,1508.2,2496.6,Dec-64
1/8/3000,0:15,1184.6,41027.2,1508.1,2457.4,Dec-64
1/8/3000,0:30,1173.2,41001.1,1508,2419,Dec-64
1/8/3000,0:45,1162.1,40975.7,1507.8,2381.4,Dec-64
1/8/3000,1:00,1151,40950.7,1507.7,2344.6,Dec-64
1/8/3000,1:15,1139.7,40926.3,1507.6,2308.6,Dec-64
1/8/3000,1:30,1128.6,40902.4,1507.5,2273.3,Dec-64
1/8/3000,1:45,1117.5,40879,1507.4,2238.7,Dec-64
1/8/3000,2:00,1106.6,40856.1,1507.3,2204.9,Dec-64
1/8/3000,2:15,1095.7,40833.6,1507.1,2171.8,Dec-64
1/8/3000,2:30,1084.8,40811.6,1507,2139.3,Dec-64
1/8/3000,2:45,1074.1,40790.1,1506.9,2107.4,Dec-64
1/8/3000,3:00,1063.5,40768.9,1506.8,2076.2,Dec-64
1/8/3000,3:15,1053.1,40748.2,1506.7,2045.7,Dec-64
1/8/3000,3:30,1042.9,40727.9,1506.6,2015.7,Dec-64
1/8/3000,3:45,1032.7,40708,1506.5,1986.3,Dec-64
1/8/3000,4:00,1022.7,40688.5,1506.4,1957.5,Dec-64
1/8/3000,4:15,1013,40669.4,1506.3,1929.3,Dec-64
1/8/3000,4:30,1003.3,40650.6,1506.2,1901.7,Dec-64
1/8/3000,4:45,993.8,40632.2,1506.1,1874.5,Dec-64
1/8/3000,5:00,984.4,40614.2,1506,1847.9,Dec-64
1/8/3000,5:15,975.3,40596.6,1506,1821.9,Dec-64
1/8/3000,5:30,966.3,40579.2,1505.9,1796.3,Dec-64
1/8/3000,5:45,957.4,40562.3,1505.8,1771.2,Dec-64
1/8/3000,6:00,948.6,40545.6,1505.7,1746.7,Dec-64
1/8/3000,6:15,939.9,40529.3,1505.6,1722.6,Dec-64
1/8/3000,6:30,931.2,40513.3,1505.5,1698.9,Dec-64
1/8/3000,6:45,922.7,40497.6,1505.5,1675.7,Dec-64
1/8/3000,7:00,914.3,40482.1,1505.4,1653,Dec-64
1/8/3000,7:15,905.9,40467,1505.3,1630.7,Dec-64
1/8/3000,7:30,897.6,40452.2,1505.2,1608.8,Dec-64
1/8/3000,7:45,889.5,40437.6,1505.2,1587.3,Dec-64
1/8/3000,8:00,885.3,40423.4,1505.1,1566.3,Dec-64
1/8/3000,8:15,881.3,40409.5,1505,1545.8,Dec-64
1/8/3000,8:30,877.4,40395.9,1505,1525.8,Dec-64
1/8/3000,8:45,873.5,40382.7,1504.9,1506.2,Dec-64
1/8/3000,9:00,869.6,40369.8,1504.8,1487.2,Dec-64
1/8/3000,9:15,865.7,40357.2,1504.8,1468.5,Dec-64
1/8/3000,9:30,861.8,40344.9,1504.7,1450.4,Dec-64
1/8/3000,9:45,857.9,40332.8,1504.7,1432.6,Dec-64
1/8/3000,10:00,854.1,40321.1,1504.6,1415.3,Dec-64
1/8/3000,10:15,850.3,40309.6,1504.5,1398.4,Dec-64
1/8/3000,10:30,846.5,40298.5,1504.5,1381.9,Dec-64
1/8/3000,10:45,842.7,40287.5,1504.4,1365.8,Dec-64
1/8/3000,11:00,838.9,40276.8,1504.4,1350,Dec-64
1/8/3000,11:15,835.1,40266.4,1504.3,1334.6,Dec-64
1/8/3000,11:30,831.4,40256.2,1504.3,1319.5,Dec-64
1/8/3000,11:45,827.7,40246.2,1504.2,1304.8,Dec-64
1/8/3000,12:00,824,40236.5,1504.2,1290.4,Dec-64
1/8/3000,12:15,820.3,40226.9,1504.1,1276.4,Dec-64
1/8/3000,12:30,816.6,40217.6,1504.1,1262.6,Dec-64
1/8/3000,12:45,813,40208.5,1504,1249.1,Dec-64
1/8/3000,13:00,809.3,40199.6,1504,1236,Dec-64
1/8/3000,13:15,805.7,40190.9,1503.9,1223.1,Dec-64
1/8/3000,13:30,802.1,40182.3,1503.9,1210.5,Dec-64
1/8/3000,13:45,798.5,40174,1503.9,1198.2,Dec-64
1/8/3000,14:00,794.9,40165.8,1503.8,1186.2,Dec-64
1/8/3000,14:15,791.4,40157.8,1503.8,1174.3,Dec-64
1/8/3000,14:30,787.8,40150,1503.7,1162.8,Dec-64
1/8/3000,14:45,784.3,40142.3,1503.7,1151.5,Dec-64
1/8/3000,15:00,780.8,40134.8,1503.7,1140.4,Dec-64
1/8/3000,15:15,777.3,40127.5,1503.6,1129.5,Dec-64
1/8/3000,15:30,773.8,40120.3,1503.6,1118.9,Dec-64
1/8/3000,15:45,770.3,40113.2,1503.6,1108.5,Dec-64
1/8/3000,16:00,766.9,40106.3,1503.5,1098.3,Dec-64
1/8/3000,16:15,763.4,40099.5,1503.5,1088.3,Dec-64
1/8/3000,16:30,760,40092.9,1503.5,1078.5,Dec-64
1/8/3000,16:45,756.6,40086.3,1503.4,1068.9,Dec-64
1/8/3000,17:00,753.2,40080,1503.4,1059.4,Dec-64
1/8/3000,17:15,749.9,40073.7,1503.4,1050.2,Dec-64
1/8/3000,17:30,746.5,40067.5,1503.3,1041.1,Dec-64
1/8/3000,17:45,743.2,40061.5,1503.3,1032.2,Dec-64
1/8/3000,18:00,739.8,40055.6,1503.3,1023.5,Dec-64
1/8/3000,18:15,736.5,40049.8,1503.2,1014.9,Dec-64
1/8/3000,18:30,733.2,40044.1,1503.2,1006.5,Dec-64
1/8/3000,18:45,729.9,40038.5,1503.2,998.2,Dec-64
1/8/3000,19:00,726.7,40033,1503.2,990.1,Dec-64
1/8/3000,19:15,723.4,40027.6,1503.1,982.2,Dec-64
1/8/3000,19:30,720.2,40022.3,1503.1,974.4,Dec-64
1/8/3000,19:45,717,40017.1,1503.1,966.7,Dec-64
1/8/3000,20:00,713.8,40012,1503.1,959.1,Dec-64
1/8/3000,20:15,710.6,40007,1503,951.7,Dec-64
1/8/3000,20:30,707.4,40002,1503,944.4,Dec-64
1/8/3000,20:45,704.2,39997.2,1503,937.2,Dec-64
1/8/3000,21:00,701.1,39992.4,1503,930.2,Dec-64
1/8/3000,21:15,697.9,39987.7,1502.9,923.3,Dec-64
1/8/3000,21:30,694.8,39983.1,1502.9,916.5,Dec-64
1/8/3000,21:45,691.7,39978.5,1502.9,909.8,Dec-64
1/8/3000,22:00,688.6,39974.1,1502.9,903.2,Dec-64
1/8/3000,22:15,685.6,39969.7,1502.8,896.7,Dec-64
1/8/3000,22:30,682.6,39965.3,1502.8,890.3,Dec-64
1/8/3000,22:45,679.6,39961.1,1502.8,884,Dec-64
1/8/3000,23:00,676.6,39956.9,1502.8,877.8,Dec-64
1/8/3000,23:15,674.2,39952.8,1502.8,871.7,Dec-64
1/8/3000,23:30,673.3,39948.8,1502.7,865.8,Dec-64
1/8/3000,23:45,674.5,39944.8,1502.7,860,Dec-64
1/9/3000,0:00,678.4,39941.1,1502.7,854.5,Dec-64
1/9/3000,0:15,685.6,39937.6,1502.7,849.3,Dec-64
1/9/3000,0:30,696.4,39934.4,1502.7,844.6,Dec-64
1/9/3000,0:45,710.8,39931.5,1502.7,840.3,Dec-64
